sentence,count_words,pos_adj,pos_adp,pos_adv,pos_aux,pos_cconj,pos_det,pos_intj,pos_noun,pos_num,pos_part,pos_pron,pos_propn,pos_punct,pos_sconj,pos_sym,pos_verb,pos_x,pos_comparatives,pos_superlatives,subjectivity
"""Preço razoável.""",3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Aconselho conhecer!.""",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""adorei estar neste lugar o qual possue um otimo cardapio regional local alem do otimo atendimento o local e bastante amplo e bem climatizado com amplo estacionamento e otima localizacao.. recomendo a todos..""",34.0,8.0,4.0,8.0,1.0,3.0,3.0,0.0,6.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
"""É uma delicia a carne sol do coqueiro verde, com mais os bolinhos de macaxeira frita.""",17.0,1.0,3.0,1.0,1.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"""Padrão de qualidade, bom atendimento, o preço é razoável.""",10.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""boa localização, bonito, amplo , limpo, pessoal atencioso , comida super agradável, e farta ; as carnes sao da melhor qualidade""",19.0,8.0,1.0,8.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"""Excelente comida, cozinha aberta a visita, estacionamento amplo, lugar bem aconchegante, amplo, bom atendimento, selv service.""",17.0,6.0,0.0,6.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
"""Ótimo atendimento, carnes saborosíssimas, ambiente agradável com brinquedoteca, boa opção para os pais que tem filhos pequenos.""",18.0,5.0,2.0,5.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"""Não deixe de pedir o steak de alcatra e a costela com molho barbecue.. são fantásticos!""",17.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
"""Vou sempre que posso.""",5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
"""Deliciosamente ,variedades no cardápio ,ambiente confortável e com um preçinho saboroso,indico p todos,vale conferir""",16.0,2.0,3.0,2.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
"""Fui no almoço.""",4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Primeiro o garçom foi inconveniente ao insistir no que deveríamos pedir, pedimos de entrada um camarão de 76 reais que não estava bem preparado.""",25.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,4.0,1.0,0.0,3.0,0.0,4.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0
"""Depois de muita dúvida pois o cardápio é muito extenso e repetitivo, pedimos um camarão Iracema(157 reais) que no cardápio dizia servir até  4 pessoas, talvez serviria se a quarta pessoa aceitasse comer só arroz de leite, pois sobrou uma quantidade enorme, camarão mesmo que é bom achei que só come no máximo 3.""",56.0,6.0,5.0,6.0,2.0,1.0,5.0,0.0,10.0,2.0,0.0,1.0,1.0,8.0,5.0,0.0,10.0,0.0,0.0,0.0,1.0
"""De acompanhamento uma porção de macaxeira que nem comemos pois estava dura.""",13.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"""Resultado, 300 reais a conta pra três pessoas, lugar bonito mas a comida, o atendimento e o preço não valeu a pena.""",23.0,1.0,1.0,1.0,0.0,2.0,5.0,0.0,9.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"""Fui diversas vezes desde qdo mudei pra Manaus e trouxe as visitas ( turistas) pra ter a experiência de tomar sopas variadas em sistema de buffet, em ambiente rústico e amplo.Todos sempre gostaram da experiência""",35.0,2.0,6.0,2.0,1.0,2.0,3.0,0.0,10.0,0.0,0.0,1.0,1.0,6.0,2.0,0.0,6.0,0.0,0.0,0.0,1.0
"""Os garçons falam como se fossem ada nossa família!""",10.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
"""O ambiente é sofisticado e há bastante opção de acompanhamento, desde saladas, geleias, queijos e o tradicional para um churrasco.""",21.0,1.0,3.0,1.0,1.0,2.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
"""Achei que faltou o feijão normal, pois só tinha o tropeiro!""",12.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0
"""Na entrada, há cachaças artesanais para os clientes provarem!""",10.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"""O local é caro, então faça valer a pena e coma muito!""",13.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
"""Se você procura comer um bom bacalhau, estará no lugar certo.""",12.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0
"""Experimentei dois pratos e ambos estavam divinos.""",8.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"""O ambiente é muito bonito, mas nem tanto acolhedor.""",10.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Os funcionários são educados, porém, numa das vezes que estivemos houve um problema com a conta (erro da casa) e a mesma não se esforçou para resolvê-lo.""",28.0,0.0,3.0,0.0,2.0,2.0,4.0,0.0,6.0,0.0,0.0,3.0,0.0,7.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0
"""Um casa desse nível não poderia ter tal comportamento.""",10.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
"""Todavia, o preço dos pratos são assustadores, muito embora um prato individual serve com fartura duas pessoas, mas ainda assim o preço é puxado.""",25.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,6.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0
"""Boa estrutura, ótima comida, esperava ais variedade, serve rodízio e a la carte, atendimento bom, poderia ter maior área climatizada, não identifiquei mobilidade para cadeirantes, idosos, se for em um numero grande de pessoas, é bom fazer uma reserva.""",40.0,7.0,3.0,7.0,1.0,1.0,3.0,0.0,12.0,0.0,0.0,1.0,1.0,12.0,1.0,0.0,8.0,0.0,2.0,0.0,1.0
"""A Cantina Ghiotto é um dos pouquíssimos restaurantes em Manaus que está sempre se reinventando e buscando maneiras de melhorar seu espaço e serviço pra melhor atender seus clientes.""",30.0,1.0,3.0,1.0,2.0,2.0,3.0,0.0,5.0,1.0,0.0,2.0,3.0,3.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0
"""Isso verdadeiramente me impressiona!""",5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""Ótima opção pra quem gosta de um rodízio de massa e pizza em um ambiente descontraído repleto de jovens e muita energia positiva.""",24.0,3.0,5.0,3.0,0.0,2.0,3.0,0.0,7.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0
"""Atendimento sempre excelente !""",4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Comida típica da região, gostosa, feita com capricho, peixes frescos, tudo muito gostoso!!""",14.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"""Atendimento excelente, garçons muito atenciosos!""",6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Foi uma experiência incrível e única!""",7.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Um restaurante que representa muito bem a potencialidade da comida nortense.""",12.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""Muito bem preparado e elaborado, apesar do cargo chefe ser uma alimentação bem pesada, ainda assim o indico (pirarucu amazônico).""",21.0,3.0,0.0,3.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
"""Infelizmente as bebidas pra quem quer uma experiência completa, não vai de total encontro a expectativa, caipirinhas e caipiroskas mal elaboradas, mas logico os sucos são muito bem feitos e a batida de cacau sensacional.""",36.0,4.0,3.0,4.0,1.0,3.0,5.0,0.0,8.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0
"""Tem pratos feitos com muito requinte (camarão com castanha) e pratos feitos como se fosse de casa (sardinha frita com baião).""",22.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0
"""Indico para quem quiser ter uma experiencia amazônica diferenciada.""",10.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
"""Afinal de contas o melhor cozinheiro do Brasil varias vezes consecutivas não é a toa.""",16.0,3.0,2.0,3.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
"""é um otimo restaurante, os pratos sao muito bons, o ambiente e o atendimento também, porém há um problema com a acústica do restaurante, muito barulhento""",26.0,3.0,2.0,3.0,2.0,2.0,6.0,0.0,7.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"""Ambiente ótimo pra ir com amigos, comida muito boa mesmo.""",11.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
"""A decoração é linda e voce pode caminhar pelo local e conhecer cachaças de varias partes do país e do mundo, e o melhor estão todas a venda, otimo ambiente.""",31.0,2.0,5.0,2.0,2.0,4.0,4.0,0.0,9.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0
"""Super recomendo.""",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""Excelente churrascaria.""",3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Após alguns dias comendo apenas os pratos da região com peixe, resolvi comer uma boa carne e fiquei muito satisfeito com o restaurante.""",24.0,2.0,4.0,2.0,0.0,1.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
"""O ambiente é bem agradável.""",6.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Para quem prefere menos barulho, sugiro ficar na parte superior.""",11.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0
"""Pedi a picanha e a carne veio suculenta e no ponto certo.""",13.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"""O atendimento também foi ótimo e a comida veio super rápido.""",12.0,2.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
"""Local bonito e agradável, localizado dentro do shopping Manauara.""",10.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"""Muitas opções de drinks e bebidas.""",7.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""O atendimento deixou um pouco a desejar porque tinha garçons que não sabiam quais os chopes disponíveis na casa e chegamos a ficar 15 min esperando uma rodada com um monte de garçom ocioso.""",35.0,2.0,3.0,2.0,0.0,1.0,5.0,0.0,9.0,1.0,0.0,2.0,0.0,3.0,3.0,0.0,7.0,0.0,0.0,0.0,1.0
"""Mesmo assim recomendo o local, basta ser paciente.""",9.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"""Apesar de não terem matrinxã assado, o qual queria jantar, o tambaqui estava saboroso e a farofa branca com ovo estava muito bom.""",24.0,3.0,2.0,3.0,2.0,1.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
"""O que eu pedi e gostei foram o escondidinho de carne de sol e uma carne na chapa, muito gostosa mesmo.""",22.0,1.0,3.0,1.0,1.0,2.0,2.0,0.0,5.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"""além da variedade de bebidas e um chopp bem geladinho.""",11.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Ótima opção para uma sexta feira explorando Manaus .""",9.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
"""O local é lindo , a comida é ótima (sem falar na batida de coco!!)""",15.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
""", música ao vivo e o atendimento perfeito do garçom Bruno .""",12.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Podendo , voltaremos !""",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"""É horrivel, o atendimento vai de mal a pior só depende do astral dos funcionários, além disso para ""mundo"" de alguma coisa essa  casa passa muito longe!""",28.0,2.0,5.0,2.0,1.0,0.0,4.0,0.0,6.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0
"""é um lugar agradável por estar no Largo, no entanto poderia ser um ótimo lugar se mudasse a administração, seria realmente um lugar interessante de se conhecer!""",28.0,3.0,2.0,3.0,4.0,0.0,4.0,0.0,5.0,0.0,0.0,2.0,1.0,5.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0
"""para jantar recomendo, pratos diferenciados, não tradicionais, ou melhor tradicionais modificados, o chefe tem um menu muito gostoso.""",19.0,3.0,0.0,3.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,5.0,0.0,1.0,0.0,1.0
"""o lugar é agradável, pequeno, parece com o japao realmente.""",11.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"""Grande bufê  que inclui além de pratos quentes, sushis e saladas que servem de acompanhamento para os variados tipos de carne que é servido.""",25.0,2.0,4.0,2.0,1.0,1.0,1.0,0.0,7.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
"""Vale à pena chegar chegar cedo para pegar uma boa mesa e curtir as promoções de happy hour do Outback.""",21.0,1.0,3.0,1.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0
"""O atendimento é muito bom; a comida, saborosa; o chopp está sempre na temperatura certa!""",16.0,3.0,1.0,3.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Claro que, com a casa cheia, há um pouco mais de demora, mas nada que prejudique a experiência.""",19.0,1.0,2.0,1.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,2.0,0.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
"""Dica: se puder sentar na varanda, o som ambiente não atrapalha as conversas.""",14.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
"""Jantamos no Jamie’s de Curitiba a poucos dias.""",9.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""Embora seja um restaurante recém inaugurado o atendimento é ótimo.""",11.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
"""Serviço prestado com atenção e cuidado ao consumidor.""",9.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""Fomos atendidos pelo Fernando.""",5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""A comida é muito boa.""",6.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Com cardápio variado.""",4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Fácil de agradar.""",4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"""Boa carta de vinhos.""",5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""E o preço não é abusivo.""",7.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Vale conferir.""",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""Um bom atendimento, a comida estava deliciosa, tudo na medida certa, a localização do restaurante é ótima, o saber de comidas regionais pe o que mais surpreende, voltarei outras vezes com certeza !!!!""",33.0,5.0,5.0,5.0,2.0,0.0,5.0,0.0,9.0,0.0,0.0,3.0,0.0,11.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0
"""A comida é extremamente saborosa e os pratos são bem servidos.""",12.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"""O ambiente é bastante simples e o serviço deixou a desejar.""",12.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0
"""O preço de bebidas, principalmente dos coquetéis, são acima da média e a comida tem preço compatível com a qualidade.""",21.0,1.0,4.0,1.0,1.0,1.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""Vale a visita""",3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Lanchonete com variedade em lanches e sucos, um bom atendimento e está em uma boa localização da cidade.""",19.0,2.0,4.0,2.0,1.0,2.0,2.0,0.0,6.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Excelente atendimento agilade rapidez desdo garçom a gerência chopp gelado ambiente agradável parabéns...Voltaremos quando estivermos em Curitiba.""",19.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0
"""O ambiente é bem amplo, iluminado.""",7.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"""Nenhum luxo, mas é agradável.""",6.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Atendimento muito cordial dos funcionários.""",6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Pedi um fetuccini com picanha: o serviço não foi muito rápido, mas o problema é que a comida estava fria.""",21.0,2.0,1.0,2.0,2.0,1.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"""Caro demais.""",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Recomendo procurar outros restaurantes na área.""",7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
"""Pela música fizemos o sacrifício de entrar, não tem couvert artístico e nem 10%, o que é uma deslavada mentira pois já estão embutidos nos preços do cardápio.""",29.0,3.0,3.0,3.0,2.0,1.0,2.0,0.0,6.0,1.0,0.0,2.0,0.0,5.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0
"""O cardápio é outra falácia, pois pedimos uns 4 itens que não estavam disponíveis.""",15.0,1.0,0.0,1.0,2.0,0.0,3.0,0.0,3.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
"""Boteco bem simples com preço de Bistrô.""",8.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Um bom lugar para estar com a família e/ou amigos, incluindo crianças.""",13.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
"""Restaurante muito aconchegante e com bom atendimento.""",8.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""A cozinheira veio até à nossa mesa e se colocou à disposição para confirmar o bom atendimento.""",18.0,1.0,3.0,1.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0
"""Preço bom e comida muito boa.""",7.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Frequento o restaurante a 3 anos e toda vez que eu vou sou bem tratada.""",16.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,3.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
"""Os sushis são diferentes, frescos e incríveis.""",8.0,3.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Os especiais da casa são os coringas e meus favoritos.""",11.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Com sobremesa inclusa de rolinho primavera de doce de leite.""",11.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""SENSACIONAL.""",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Amooo.""",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Endereco tradicional paulistano.""",4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Sem rococos alheios ao padrao original de uma excelente casa de carnes a churrascaria prima pelas carnes, servico e buffet (saladas, queijos, iguarias / sem frutos do mar).""",29.0,4.0,7.0,4.0,0.0,1.0,2.0,0.0,13.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Fui por indicação a esse restaurante e realmente fiquei muito surpresa.""",12.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"""Primeiro que o serviço é excelente e o cardápio, apesar de pequeno, contempla todos os gostos.""",17.0,2.0,1.0,2.0,1.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
"""Comi gnui e estava maravilhoso.""",6.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
