sentence,count_words,count_capitalized_words,proportion_capitalized_words,count_capitalized_chars,proportion_capitalized_chars,subjectivity
no momento estou eu na fila do suporte técnico online da Dell pois o microfone do meu notebook aparentemente não existe.,21.0,1.0,0.0476190476190476,1.0,0.0083333333333333,1.0
E esse notebook que compre na Dell que não chega? Deram o prazo pra entregar no dia 25...muito tempo pra ficar sem note :/,25.0,2.0,0.08,3.0,0.0245901639344262,0.0
Promoção com notebook é a novidade da Dell. Confira http://fb.me/2AkkkfUuk,11.0,4.0,0.3636363636363636,5.0,0.0675675675675675,0.0
O #DiadoConsumidorBrasil é HOJE! E a Móveis Simonetti separou este notebook Dell com DESCONTO EXCLUSIVO para... http://fb.me/4g5CwWqqX,18.0,8.0,0.4444444444444444,32.0,0.2388059701492537,0.0
"Precisando trocar meu notebook, na dúvida entre um Dell e um Asus...",12.0,3.0,0.25,3.0,0.0441176470588235,0.0
Gostei de um vídeo do @YouTube http://youtu.be/MGRf0VFze-c?a  Desmontando notebook DELL VOSTRO 3300,14.0,6.0,0.4285714285714285,19.0,0.1919191919191919,0.0
"Dia do Consumidor 2015 , Notebook Dell Inspiron i14-3442-A30, por R$ 1.599 http://bit.ly/1wXBvaa   Link permanente da imagem incorporada",19.0,8.0,0.4210526315789473,10.0,0.0735294117647058,0.0
"Quer desconto? Hoje quem ganha um super descontão é você, confira: http://goo.gl/meCyj6  http://fb.me/1BgKJ7mxq",15.0,4.0,0.2666666666666666,6.0,0.054054054054054,0.0
Notebook Dell pronta entrega para todo o Brasil Informações via zap @ magazinesmem https://instagram.com/p/0WM2I7Qcpg/,15.0,5.0,0.3333333333333333,8.0,0.0677966101694915,0.0
"@OverCoDe_cl Para publicar tu aviso, ingresa aqu�:� http://goo.gl/w3dUA4 . ""Notebook Dell XPS L502X -""",14.0,7.0,0.5,13.0,0.1274509803921568,0.0
"@J6x Opa, vemk:  http://pingu.im/1EnVf4u  os de amanhã são surpresa. .)",10.0,3.0,0.3,4.0,0.056338028169014,0.0
"Precisava tanto de ajuda, to col uma duvida entre notebook da Dell e da Asus :(",16.0,3.0,0.1875,3.0,0.0379746835443038,0.0
"@MarioRio eu compraria 1 dell, eu n confio mt na CCE (pelo menos n pra notebook)",16.0,2.0,0.125,5.0,0.0625,0.0
"Vendo carregador notebook da Dell, mas pode ser usado em qualquer outro notebook mais informaçoes imbox! http://fb.me/7msYCqrFc",18.0,3.0,0.1666666666666666,5.0,0.0393700787401574,0.0
Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231,11.0,7.0,0.6363636363636364,12.0,0.1518987341772152,0.0
Não vejo a hora de chegar meu notebook fodástico da @Dell direto do @submarino,14.0,2.0,0.1428571428571428,2.0,0.0256410256410256,1.0
qual marca de notebook não é mais virgem? aquela que já Dell,12.0,1.0,0.0833333333333333,1.0,0.0166666666666666,0.0
#omg Ainda ñ consigo navegar na internet no meu notebook @DellnoBrasil @Dell Atualização de drivers e troca de placa ñ resolveu o problema!,23.0,4.0,0.1739130434782608,5.0,0.0359712230215827,1.0
"Tá difícil escolher notebook,  comprei um Sansung não durou 1 ano. Comprei DELL até gosto, sem reconhecer microfone externo não me atende.",22.0,4.0,0.1818181818181818,7.0,0.0507246376811594,0.0
"Tenho um notebook DELL e não consigo desativar o microfone interno. Quero usar fone externo e não consigo. Suporte não consegue, como pode?",23.0,4.0,0.1739130434782608,7.0,0.0503597122302158,1.0
Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231,11.0,7.0,0.6363636363636364,12.0,0.1518987341772152,0.0
Eu nao aguento mais entrar em contato com a Dell Brasil pra resolver um problema no meu notebook. Toda vez me dão... http://fb.me/77GO3Cuzq,24.0,5.0,0.2083333333333333,7.0,0.0503597122302158,1.0
"Como a assistencia tecnic sumiu com meu notebook, preciso de um novo, alguem indica uma marca boa sem ser dell  ou apple (caro demais p mim)",26.0,1.0,0.0384615384615384,1.0,0.0071428571428571,1.0
Andei Palmas toda e não acho um notebook da Dell :(,11.0,3.0,0.2727272727272727,3.0,0.0588235294117647,0.0
gostaria que a @dell entregasse meu notebook novo logo pois esse não dá mais,14.0,0.0,0.0,0.0,0.0,0.0
"Fonte para Notebook marcas: Acer, Asus, Dell e HP Produto: Embalagem Lacrada Valor: R$ 50,00 para retirar em Ceilân…  Link permanente da imagem incorporada",25.0,12.0,0.48,14.0,0.0903225806451612,0.0
NOTEBOOK DELL INSPIRON 15.6'' CORE I3 DISCO 1TB DVD WIN 8.1 U$S 629 (y) VER MÁS:... http://fb.me/1umwjNarS,20.0,12.0,0.6,47.0,0.4433962264150943,0.0
Pessoal um amigo nosso vendo um notebook Dell Latitude E6320 configur. 8 GB de Memória/ HD 256/ Placa Intel 7 2.8,22.0,9.0,0.4090909090909091,11.0,0.0973451327433628,0.0
"Se forem comprar algum computador ou notebook, não comprem na Dell. Preço alto que não compensa e suporte técnico terrível. 0 retweet 1 curtiu Responder   Retweetar    Curtir  1",28.0,6.0,0.2142857142857142,6.0,0.0338983050847457,1.0
Notebook Inspiron 13 Série 7000 2 em 1 - Dois dispositivos avançados em um design elegante. O Inspiron 13 7000... http://fb.me/79wZ9BjyU,22.0,6.0,0.2727272727272727,9.0,0.0661764705882353,0.0
"@rodrigopfvr  Olá, Poatardi! Opa, vemk http://pingu.im/1Ai0fGn  =)",8.0,4.0,0.5,5.0,0.0757575757575757,0.0
@pontofrio http://www.pontofrio.com.br/Informatica/Notebook/Notebook-Dell-Inspiron-I14-3442-A30-com-Intel-Core-i5-4210U-4GB-1TB-Gravador-de-DVD-Leitor-de-Cartoes-HDMI-Bluetooth-LED-14-e-Windows-8-1-3500187.html?recsource=busca-int&rectype=busca-57 … e nes,10.0,19.0,1.9,29.0,0.1137254901960784,0.0
"passei a manha sonhando com um notebook dell olhando o site deles, mas só sonhando mesmo, 3 pila um i7..",20.0,0.0,0.0,0.0,0.0,0.0
Notebook Dell Inspiron 13 Série 7000 Tou... por R$2005. 28% de desconto! #AteAcabar http://ateacabar.com/product/12013,15.0,6.0,0.4,8.0,0.0677966101694915,0.0
Meu pc de casa faleceu. Depois de tanta pesquisa comprei um notebook Dell ? Obrigada a todos pela indicação.,18.0,4.0,0.2222222222222222,4.0,0.037037037037037,1.0
Pensando em comprar um notebook conversível da Dell que vi.,10.0,2.0,0.2,2.0,0.0338983050847457,0.0
"Vi um notebook com uma configuração legal da Dell por um preço bom. Quando vejo o processador, i5 4210U.",19.0,3.0,0.1578947368421052,4.0,0.0384615384615384,0.0
Ai como eu queria um notebook da Dell daqueles de 3000 reais,12.0,2.0,0.1666666666666666,2.0,0.0333333333333333,0.0
Preciso de um carregador de notebook dell ?,7.0,1.0,0.1428571428571428,1.0,0.0232558139534883,0.0
NOTEBOOK DELL INSPIRON 15.6'' CORE I3 DISCO 1TB DVD WIN 8.1 U$S 629 :) VER MÁS:... http://fb.me/3RCgcHF0D,20.0,12.0,0.6,50.0,0.4761904761904761,0.0
Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231,11.0,7.0,0.6363636363636364,12.0,0.1518987341772152,0.0
"#Dell Vostro 14 3445 Notebook (APU Dual Core E1/ 500GB) now for Rs 17,000 (MRP Rs 24,090)",19.0,11.0,0.5789473684210527,16.0,0.1797752808988764,0.0
Lote De Notebook Dell Vostro Core 2 Duo E Latitude Core I3: LOTE DE NOTEBOOK USADOS EM BOM… http://goo.gl/fb/CiCzEY,20.0,17.0,0.85,40.0,0.3478260869565217,0.0
"Fonte para Notebook marcas: Acer, Asus, Dell e HP Produto: Embalagem Lacrada Valor: R$ 50,00 para retirar em Ceilân…  Link permanente da imagem incorporada",25.0,12.0,0.48,14.0,0.0903225806451612,0.0
Confira no Magazine Dufrom: Notebook Dell InspironIntel Corei78GB 1TBWindows8.1LED14PlacaVídeo2GB https://www.magazinevoce.com.br/magazinedufrom/p/notebook-dell-inspiron-i14-5447-a30-intel-core-i7-8gb-1tb-windows-81-led-14-placa-de-video-2gb/93984/?utm_campaign=email-10-03-quarta&utm_medium=email&utm_source=magazinevoce&utm_content=produto-201976700?&utm_source=compartilhou&utm_medium=acoes_divulgador&utm_campaign=dufrom&utm_content=notebook-dell-inspiron-i14-5447-a30-intel-core-i7 …- via @magazinevoce,19.0,9.0,0.4736842105263157,20.0,0.039447731755424,0.0
"Inspiron 14 Série 3000 é o notebook mais barato da Dell no Brasil, mas será que o preço baixo compensa?",20.0,4.0,0.2,4.0,0.0388349514563106,0.0
"Depois da Dell, qual a melhor marca de notebook?",9.0,2.0,0.2222222222222222,2.0,0.0416666666666666,1.0
"Gostei de um vídeo @YouTube de @mj1111983 http://youtu.be/nlzqzo_dPzk?a  Dell Inspiron 15-3542 Notebook Unboxing, Hands On & Review",19.0,10.0,0.5263157894736842,11.0,0.0839694656488549,0.0
Preciso de um notebook novo urgente. Acho que vou apelar em um Dell,13.0,3.0,0.2307692307692307,3.0,0.044776119402985,0.0
"Alias, meu proximo notebook é um Dell e meu proximo celular um Motorola.",13.0,3.0,0.2307692307692307,3.0,0.0416666666666666,0.0
E é por isso que meu proximo notebook vai ser um Dell: https://macmagazine.com.br/wp-content/uploads/2015/03/09-tabela-notebooks.jpg?61d3b0 … pq ó… Sem chances,22.0,2.0,0.0909090909090909,3.0,0.0188679245283018,1.0
Foi amor a primeira vista,5.0,1.0,0.2,1.0,0.04,1.0
"http://oferta.vc/6FCt  Notebook Dell Inspiron I14-5447-A10 com Intel Core i5 4GB (2GB Memória Dedicada) 1TB LED 14""  Link permanente da imagem incorporada",22.0,15.0,0.6818181818181818,21.0,0.1363636363636363,0.0
"Esperando deitado por uma promoção da @DellnoBrasil , para fechar negócio... To vendo que meu notebook não será #Dell .",18.0,4.0,0.2222222222222222,5.0,0.042016806722689,1.0
Usado em otimo estado! Notebook Dell Core i3 (SÓ VENDA) Modelo N4050 Sist Oper Windows 7  Processador intel i3... http://fb.me/3j4X1btBq,21.0,13.0,0.6190476190476191,18.0,0.1323529411764706,0.0
"Vou comprar um Notebook da HP. A Dell é uma merda, tenho um ódio fodido dessa empresa fdp",18.0,4.0,0.2222222222222222,6.0,0.0674157303370786,1.0
Dell lança notebook com sistema Ubuntu e tela 4K no Brasil http://info.abril.com.br/noticias/tecnologia-pessoal/2015/02/dell-lanca-notebook-com-sistema-ubuntu-e-tela-4k-no-brasil.shtml?utm_src=botaonoticia … via @_INFO,20.0,4.0,0.2,8.0,0.036697247706422,0.0
"migueldorosario: Na opinião de vcs, qual melhor opção para notebook: le novo ou Dell?",14.0,2.0,0.1428571428571428,2.0,0.0235294117647058,0.0
"Dell Precision M6600 17.3"" Notebook: i7 2.2GHz - 8GB - 2x 320GB - FirePro 2GB VC http://gekoo.co/buy/01/?query=141597011924 …  Link permanente da imagem incorporada",27.0,11.0,0.4074074074074074,17.0,0.1036585365853658,0.0
Um Del de 15.6 polegadas por esse preço  eu nunca vi. http://fb.me/2dloWyDGn,14.0,3.0,0.2142857142857142,5.0,0.0657894736842105,0.0
Notebook Dell Vostro V14T-5470-A50: Notebook Dell Vostro V14T-5470-A50 É Perfeito para jogos e Profissionais  ... http://bit.ly/1EWYuUu,16.0,13.0,0.8125,18.0,0.1333333333333333,0.0
e os programa da dell q vem instalado no notebook  e fica travando o audio,15.0,0.0,0.0,0.0,0.0,1.0
@DellAjudaPRO meu monitor de notebook da Dell novo está com uma linha clara e horizontal.,15.0,2.0,0.1333333333333333,6.0,0.0674157303370786,1.0
Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231,11.0,7.0,0.6363636363636364,12.0,0.1518987341772152,0.0
"@bruno_sandri_ Olá, PONTIA! Opa, vemk http://pingu.im/1zTNKj3",7.0,4.0,0.5714285714285714,11.0,0.180327868852459,0.0
"boa noite, boa noite queria sabe o preço da placa mãe do notebook dell inspiron 14 2620?",17.0,0.0,0.0,0.0,0.0,0.0
"Não, nãããããããooooo!!! Dell, eu não quero comprar notebook. Comprei um novinho em folha no fim do ano passado.",18.0,3.0,0.1666666666666666,3.0,0.0275229357798165,1.0
é da Dell e foi criada especialmente para carregar notebook e eu espero que ninguém me assalte nessa esperança de ter algum dentro hahaha,24.0,1.0,0.0416666666666666,1.0,0.0072992700729927,0.0
"Confira no Magazine Dufrom: Notebook Dell Inspiron IntelCorei78GB 1TB Windows8.1LED15,6PlVídeo2GB https://www.magazinevoce.com.br/magazinedufrom/p/notebook-dell-inspiron-i15-5547-a20-intel-core-i7-8gb-1tb-windows-81-led-156-placa-de-video-2gb/93761/?utm_source=divulgadores&utm_medium=email&utm_campaign=email-market&utm_content=93761?&utm_source=compartilhou&utm_medium=acoes_divulgador&utm_campaign=dufrom&utm_content=notebook-dell-inspiron-i15-5547-a20-intel-core-i7 …- via @magazinevoce",21.0,11.0,0.5238095238095238,20.0,0.0408163265306122,0.0
@SapacaxaAgreste    Veja o menor que consigo: http://pingu.im/1A1ytOb,8.0,3.0,0.375,5.0,0.072463768115942,0.0
gente notebook da hp ou dell ???,6.0,0.0,0.0,0.0,0.0,0.0
Você sabia que o símbolo do elemento químico Lítio é Li? Ele está presente na bateria do seu notebook Dell.... http://fb.me/78bN6GLXJ,22.0,6.0,0.2727272727272727,10.0,0.075187969924812,0.0
Confira no Magazine Izabelandrade: Notebook Dell  https://www.magazinevoce.com.br/magazineizabelandrade/p/notebook-dell-inspiron-i14-3442-a40-intel-core-i5-8gb-1tb-windows-81-led-14-hdmi-placa-de-video-2gb/87840/?utm_campaign=email-04-03-quarta&utm_medium=email&utm_source=magazinevoce&utm_content=link-do-produto?&utm_source=compartilhou&utm_medium=acoes_divulgador&utm_campaign=izabelandrade&utm_content=notebook-dell-inspiron-i14-3442-a40-intel-core-i5 …- via @magazinevoce,15.0,5.0,0.3333333333333333,5.0,0.0105042016806722,0.0
34% de desconto. Aproveite! http://fb.me/3XPItjfZC,6.0,2.0,0.3333333333333333,6.0,0.12,0.0
"Como é estranho usar o notebook dos outros. Sdds do meu Dell, deveria ter buscado em casa.",17.0,3.0,0.1764705882352941,3.0,0.0333333333333333,0.0
"@markosystem  Olá, POATARTI! Opa, vemk http://pingu.im/1aLr4g5",7.0,4.0,0.5714285714285714,11.0,0.1774193548387097,0.0
"Não tenha desculpas para entregar depois. Com o Dell Ispiron, Intel Core i5, 8GB RAM, 1TB HD tudo é para agora: http://bit.ly/1zaLxQQ",23.0,11.0,0.4782608695652174,18.0,0.1353383458646616,0.0
Aparentemente meu notebook Dell é um dos poucos que simplesmente não funcionam con o Microsoft Wireless Display Adapter,18.0,6.0,0.3333333333333333,6.0,0.0504201680672268,1.0
O melhor desse notebook dell eh que liga e desliga tao rápido s2,13.0,0.0,0.0,1.0,0.015625,1.0
"@aragao_83 pelo que vou pagar pra consertar meu notebook, poderia ter comprado um Dell",14.0,1.0,0.0714285714285714,1.0,0.0116279069767441,0.0
"Queroo trocar d notebook queroo um novo ouu Apple, Hp , Dell ou da Sony :(",15.0,5.0,0.3333333333333333,5.0,0.0675675675675675,0.0
Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231,11.0,7.0,0.6363636363636364,12.0,0.1518987341772152,0.0
"@BlogPGA  Olá, Poatardi! Olha o valor que consigo: http://pingu.im/1AVL4q9  e http://pingu.im/1AVL5dD",13.0,6.0,0.4615384615384615,14.0,0.1386138613861386,0.0
Suporte da dell,3.0,1.0,0.3333333333333333,1.0,0.0666666666666666,0.0
Notebook Dell: Notebook Dell i3 Inspiron semi-novo em ótimo estado. Completo Detalhes do anúncio Tipo: Notebook e... http://fb.me/2JjMlS8uo,19.0,10.0,0.5263157894736842,12.0,0.0863309352517985,0.0
#manuals Dell inspiron e1705 notebook User Manual - TB006500570003 http://dlvr.it/8pQpd5,11.0,5.0,0.4545454545454545,6.0,0.0681818181818181,0.0
"PAGUE R$ 1.619,10 à vista (desconto concedido no 2º passo da compra)... http://fb.me/2T2AzJqh8",16.0,2.0,0.125,9.0,0.0957446808510638,0.0
Notebook da Dell do meu pai nem trava e rápido p crl,12.0,2.0,0.1666666666666666,2.0,0.0384615384615384,1.0
Finalmente com meu notebook funcionando novamente! - O bom da Dell (quando merece eu falo) é que todo os serviço... http://fb.me/40r8104v0,22.0,2.0,0.0909090909090909,3.0,0.0217391304347826,1.0
"Comprei um notebook da DELL que não vale. Ligo na assistência, mando email e eles não retornam .. Só estou falando isso para alerta-los",23.0,4.0,0.1739130434782608,7.0,0.0518518518518518,1.0
Gostei de um vídeo @YouTube de @sigamarciocunha http://youtu.be/twhXyUwN0qE?a  Análise Notebook Híbrido Dell Inspiron 13 Series 7000,18.0,9.0,0.5,13.0,0.0984848484848484,0.0
Notebook Touch Dell Inspiron 14 5447 A30: Notebook Touch Dell Inspiron 14 5447 A30 i7 8GB HD 1TB Placa de Víde... http://bit.ly/1EFysVF,23.0,16.0,0.6956521739130435,22.0,0.1629629629629629,0.0
"Olha só esse notebook ideal para vc trabalhar, assistir filmes, ouvir musicas e muito mais! Compre aqui: http://maga.lu/1zmLhgP",19.0,3.0,0.1578947368421052,4.0,0.0314960629921259,0.0
"Ainda se acha notebook da Dell de 1tb de HD, 4GB se RAM, placa de vídeo Geraforce de 2GB por simples 1 450 reaaaaalllllssss",24.0,7.0,0.2916666666666667,12.0,0.0975609756097561,0.0
"Dica de Compra , Notebook Dell Inspiron I14-5447-A10, por R$ 1.999 http://goo.gl/NOxPli   Link permanente da imagem incorporada",18.0,9.0,0.5,12.0,0.0944881889763779,0.0
Dicas de como evitar superaquecimento em seu notebook Dell - http://dell.to/1xYKWSt  Ver conteúdo multimídia,15.0,4.0,0.2666666666666666,7.0,0.0648148148148148,0.0
Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231,11.0,7.0,0.6363636363636364,12.0,0.1518987341772152,0.0
Seus notebook é uma bosta @Dell,6.0,2.0,0.3333333333333333,2.0,0.064516129032258,1.0
"Sobre o touch do mouse do meu novo notebook Dell, to achando uma droga, mas pelo custo benefício, não posso reclamar acho :/",23.0,2.0,0.0869565217391304,2.0,0.0161290322580645,1.0
"@lalamis_ a única coisa é que tem uns notebook que n da pra abrir (macbook, dell)",16.0,0.0,0.0,0.0,0.0,0.0
Dell Inspiron - Notebook - 14 pulgadas http://compralo.ec/portatiles-y-tablets/dell-inspiron-notebook-14.html …,11.0,3.0,0.2727272727272727,3.0,0.027027027027027,0.0
"Adicionei um vídeo a uma playlist @YouTube http://youtu.be/Ksi7BLojiaY?aUnboxing … - Mochila Dell para Notebook de até 15,6""",20.0,7.0,0.35,11.0,0.0887096774193548,0.0
"Galera, também estou vendendo meu notebook. Segue Descrição!",8.0,3.0,0.375,3.0,0.05,0.0
vai toma no cu notebook da dell é muito bom,10.0,0.0,0.0,0.0,0.0,1.0
Notebook DELL Vostro V14T-5470-A50,4.0,5.0,1.25,9.0,0.2647058823529412,0.0
"Fonte para Notebook marcas: Acer, Asus, Dell e HP Produto: Embalagem Lacrada Valor: R$ 50,00 para retirar em Ceilân…  Link permanente da imagem incorporada",25.0,12.0,0.48,14.0,0.0903225806451612,0.0
Cargadores Originales Para Notebook:  -Acer -Asus -Dell -HP -Lenovo -Sony -Samsung -Toshiba -P. Bell -MAC  Link permanente da imagem incorporada,20.0,15.0,0.75,19.0,0.1319444444444444,0.0
meu aniversário é em setembro vcs ja pode começar a parcelar um notebook da dell pra me dar,18.0,0.0,0.0,0.0,0.0,0.0
"Dell Vostro 14 3445 Notebook (APU Dual Core E1/ 4GB/ 500GB/ Ubuntu) for Rs 17,800",16.0,11.0,0.6875,15.0,0.1851851851851851,0.0
"Transformando um PC antigo em PC Gamer:    A pouco tempo comprei um notebook novo, um Dell Vostro 5470, talvez... http://bit.ly/1LNNIla",21.0,7.0,0.3333333333333333,13.0,0.0962962962962963,0.0
meu pai me deu um notebook Dell tão lindo que eu tô até chorando sangue <3,16.0,1.0,0.0625,1.0,0.0135135135135135,1.0
"Vi na TV que um notebook Dell que se dobra todinho, i5, touch etc, custa 2500. Ele que tá barato ou os Smartphones q tão caros?",26.0,5.0,0.1923076923076923,6.0,0.0472440944881889,0.0
Notebook DELL E6220 core i5 4Gb ram 500 Gb disco. Estado 9/10. $449 Pedidos whatsapp 0993229049,16.0,7.0,0.4375,10.0,0.1052631578947368,0.0
Utimos artículos comprados por equickpack: NEW Notebook Lithium Battery for Dell Inspiron N4010 N4010D N5010 N5110 N7010,17.0,12.0,0.7058823529411765,15.0,0.125,0.0
Dá pra comprar outro notebook novo cm o valor deste reparo da Dell.,13.0,2.0,0.1538461538461538,2.0,0.0298507462686567,1.0
"P/ quem tem notebook @Dell  se prepare: qdo sua máquina fizer + de 5 anos, a DELL te vira as costas, só te resta jogar fora! #Chatiada",27.0,3.0,0.1111111111111111,7.0,0.0522388059701492,1.0
"Notebook Dell Inspiron i14-5447-A30 com Intel Core i7 8GB (2GB de Memória Dedicada) 1TB LED HD 14"" Touchscreen... http://fb.me/6siLdnwvv",20.0,15.0,0.75,21.0,0.1544117647058823,0.0
"A Dell me manda dois emails por dia, acho que eles sabem que meu notebook não tá mais funcionando e tão tentando me vender outro!",25.0,1.0,0.04,2.0,0.0155038759689922,1.0
"Fonte para Notebook marcas: Acer, Asus, Dell e HP Produto: Embalagem Lacrada Valor: R$ 50,00 para retirar em Ceilân…  Link permanente da imagem incorporada",25.0,12.0,0.48,14.0,0.0903225806451612,0.0
Veja como resolver se seu notebook não retornar da hibernação ou suspensão - http://dell.to/1ohbZsd   Ver foto,17.0,3.0,0.1764705882352941,3.0,0.0272727272727272,0.0
"R$ 1367,15 - Notebook Dell com Intel Core i5, 4GB e 1TB na Submarino. Use o cupom: VAIFUNDO - http://migre.me/oLNdz   Link permanente da imagem incorporada",27.0,11.0,0.4074074074074074,22.0,0.1419354838709677,0.0
Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231,11.0,7.0,0.6363636363636364,12.0,0.1518987341772152,0.0
Notebook Ultrafino Dell Vostro V14T-5470-A20 com Intel Core i5 4GB (2GB de Memória Dedicada geforce nvidia 740m... http://fb.me/1vZpr8HOF,19.0,13.0,0.6842105263157895,19.0,0.1386861313868613,0.0
"Notebook Dell inspiron R$ 1.889,10 à vista https://www.magazinevoce.com.br/magazinezinee/p/notebook-dell-inspiron-3000-i15-3542-a30-c-intel-core-i5-4gb-1tb-windows-81-led-156-hdmi/99880/ …",14.0,2.0,0.1428571428571428,3.0,0.0159574468085106,0.0
"@DellAjuda Em 6 dias úteis o técnico veio em casa e realizou o reparo no meu notebook. Parabéns, Dell! :)",20.0,4.0,0.2,5.0,0.0476190476190476,1.0
"É um #tablet? É um #notebook? Não! É o Inspiron 13 Série 7000, que é os dois ao mesmo tempo. http://del.ly/60130TtU",22.0,4.0,0.1818181818181818,5.0,0.0434782608695652,0.0
E essa compra casada do Magazine Luiza? Compre um notebook e leve o livro do Tuminha http://www.magazineluiza.com.br/notebook-dell-inspiron-i14-3442-a40-intel-core-i5-8gb-1tb-windows-8.1-assassinato-de-reputacoes/p/2097954/in/note/ …,22.0,4.0,0.1818181818181818,5.0,0.0214592274678111,0.0
Notebook Dell Inspiron I14-5447-A40 Intel Core i7 - 16GB 1TB Windows 8.1 LED 14 Placa de Vídeo 2GB Não é... http://fb.me/7sk9BRjK2,23.0,16.0,0.6956521739130435,23.0,0.1769230769230769,0.0
"@suzanamdg Na verdade não adicionamos não, ele vem incluso no item, vc pode ver em ""Softwares inclusos"": http://pingu.im/1GoFUDr",19.0,3.0,0.1578947368421052,6.0,0.046875,0.0
[Dica] Som do Android-x86 para notebook Dell Inspiron 1525 -  http://www.vivaolinux.com.br/dica/Som-do-Android-x86-para-notebook-Dell-Inspiron-1525/ …,15.0,9.0,0.6,9.0,0.06,0.0
"Vendo NoteBook Dell Inspiron 1525,  LCD, Preto, 223GB pentium Dual Core   4GB RAM  T4400",14.0,12.0,0.8571428571428571,19.0,0.2159090909090909,0.0
"@jaoluc Agora deu, eu consigo ele por: R$ 1.189,92 http://pingu.im/1Lz7Gjs",13.0,2.0,0.1538461538461538,4.0,0.054054054054054,0.0
"Vendo notebook Dell Inspiron, HD 300Gb, processador Intel Core 2 Duo, gravador de CD e DVD, 3 entradas USB,... http://fb.me/7lOrcQBtY",21.0,12.0,0.5714285714285714,21.0,0.1578947368421052,0.0
Não deixe seu notebook Dell ficar sem bateria! Nós temos centenas de modelos para que você fique #sempreligado  Link permanente da imagem incorporada,23.0,4.0,0.1739130434782608,4.0,0.0268456375838926,0.0
"E o suporte da @dellnobrasil que ligou pro numero errado, a pessoa q atendeu disse q tava ok o notebook e a dell encerrou o meu chamado?????",27.0,0.0,0.0,1.0,0.0071428571428571,1.0
"Dica de Compra , Notebook Dell Inspiron i14-5447-A30, por R$ 2.222 http://goo.gl/NpT0E5   Link permanente da imagem incorporada",18.0,8.0,0.4444444444444444,11.0,0.0866141732283464,0.0
"Notebook Dell, Intel Core i5, 4GB, 500GB, Tela de 14'', NVIDIA GT740M, Vostro V14T - 5470-A20 Por R$ 1.724,69 à... http://fb.me/6v1dG6iaR",24.0,14.0,0.5833333333333334,26.0,0.1897810218978102,0.0
Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231,11.0,7.0,0.6363636363636364,12.0,0.1518987341772152,0.0
"Carai Lenovo, ai ñ féra... E eu aqui pensando em compra um notebook dela, ai ai... Ficar com a Asus ou Dell mesmo... http://fb.me/313ly4c7v",25.0,5.0,0.2,6.0,0.0431654676258992,0.0
"CS GO COM OS ""BRODI"" ( ͡° ͜ʖ ͡°) - TESTANDO NOTEBOOK DELL INSPIRION 15R SE 7520: http://youtu.be/YZ9xp7w2Dsc?a  via @YouTube",21.0,12.0,0.5714285714285714,51.0,0.4112903225806452,0.0
"Gostei de um vídeo @YouTube de @z3r0gamerbr http://youtu.be/YZ9xp7w2Dsc?a  CS GO COM OS ""BRODI"" ( ͡° ͜ʖ ͡°) - TESTANDO NOTEBOOK DELL",22.0,11.0,0.5,40.0,0.303030303030303,0.0
"Gostei de um vídeo @YouTube de @z3r0gamerbr http://youtu.be/YZ9xp7w2Dsc?a  CS GO COM OS ""BRODI"" ( ͡° ͜ʖ ͡°) - TESTANDO NOTEBOOK DELL",22.0,11.0,0.5,40.0,0.303030303030303,0.0
Adicionei um vídeo a uma playlist @YouTube http://youtu.be/Xzj5vf3Xn1s?aPeixe … Dicas - Resolva todos seus problema do notebook dell vostro,21.0,6.0,0.2857142857142857,8.0,0.0575539568345323,0.0
Vendo Notebook Dell Modelo: XPS L502X,6.0,6.0,1.0,9.0,0.2432432432432432,0.0
Notebook Battery for Dell KD495 PC764 TC030 TD175 Latitude D630 http://gekoo.co/buy/01/?query=391062891277 …  Link permanente da imagem incorporada,19.0,10.0,0.5263157894736842,14.0,0.0952380952380952,0.0
"Dell Inspiron 14 3442 A40: Notebook Dell Inspiron 14 3442 A40 com Intel Core i5, 8GB, HD 1TB, Placa de vídeo 2... http://bit.ly/1LtzK7X",24.0,14.0,0.5833333333333334,19.0,0.1407407407407407,0.0
"Super ofertas de Notebooks, aqui na BF representações. http://magazinemaisdoquebarato.ofertou.com/search/notebook-dell# …  Link permanente da imagem incorporada",17.0,4.0,0.2352941176470588,5.0,0.03125,0.0
quero processar a dell pelos tweets sobre o horário de verão perdidos pq meu notebook reiniciou,16.0,0.0,0.0,0.0,0.0,1.0
Compre Notebook Dell e Ganhe R$100 para a próxima compra na Fnac - http://www.ciadosdescontos.com?p=58984&wt=11ciadosdescontos.com/?p=58984&wt=11  #Fnac #Descontos #Dell,22.0,8.0,0.3636363636363636,9.0,0.0532544378698224,0.0
