sentence,rule1,rule2,rule3,rule4,rule5,subjectivity
"Guarde espaço para a sobremesa, vale a pena!",0,0,0,0,0,1
"Depois de uma indicacao na recepcao do hotel, tive a pessia ideia de ir conhecer o restaurante, que com luzes piscando na porta (tipo um pequeno enfeite para arvore de natal) ja me indicavam o que me esperava...pedi um salmao grelhado, que diziam servir 2 pessoas... O peixe chegou, com sal alem da conta, com batatas semi cozidas como acompanhamento, um molho que parecia o oleo do fusca do meu avo e regado tambem a salmoura...afff nem vou comentar da salada de entrada, qualquer bar de periferia poderia superar... Sobre o garcom, tive que repetir minhas solicitacoes por mais de 3 x cada... Descepcionante... Em resumo, nao volto nunca mais e se mesmo assim vc se encorajar, lembre-se eu nao recomendo...",1,0,0,0,1,0
Um boa opção para quem trabalha na região.,1,0,0,0,0,1
"O Restaurante Verde e Grill oferece carnes de qualidade acompanhadas de um buffet bastante interessante, com pasteis, quiche, várias opções de saladas e legumes.",0,1,0,0,0,1
Um lugar super agradável!,0,1,0,0,0,1
"Um cardápio variado com opções  de massas, pizzas, pratos ornamentados, tudo muito sofisticado e caprichado.",0,1,0,1,0,1
As pizzas são super saborosas.,0,1,0,0,0,1
Espaço infantil para crianças brincarem.,0,0,0,1,0,0
Muito bom para ir com família ou jantar para casais.,0,1,0,0,0,0
"Comida Excelente, sem palavras!",0,0,0,0,0,1
"Cardápio variado e muito bom gosto, o buffet e sem igual, vale a pena expetiencia!!",1,0,0,0,0,1
"Comida boa de qualidade, variedade comida típica mineira!",1,0,0,1,0,1
Bom ambiente!,1,0,0,0,0,1
Bom atendimento!,1,0,0,0,0,1
Tem muita variedade de sobremesa!,0,0,0,0,0,0
Vale a pena!,0,0,0,0,0,0
"Bastante variedade ( carnes, sushi, japonesa, chinesa) atendimento regular, uma área ampla, mas o preço um pouco acima da qualidade oferecida!",0,0,0,1,0,1
"Restaurante bonito, que pela estilo parace ser caro, porem a moqueca estava mais barata do que na barraca na praia .",0,1,0,1,0,1
"Os pratos nao veem em graaaande quantidade , mas a porçao para  duas pessoas cumpre com o objetivo, desde que uma das pessoas nao coma muito, o que e o caso da minha esposa, melhor para mim.",1,0,0,0,1,0
"Após dois anos,  retornamos , a casquinha de Siri continua maravilhosa , chopp muito bem tirado,  cremoso.",0,0,0,0,1,1
"O filet aperitivo com molho de mostarda,  deixou saudades aos de outras oportunidades.",0,0,0,1,0,0
Ambiente super aconchegante.,0,1,0,0,0,1
Excelente serviço de garçom.,1,0,0,0,0,1
"A casa é bem decorada, estava um pouco quente, ar desligado.",0,1,0,0,0,1
Os PFs são bons e a bons preços.,1,0,0,0,0,1
"Mas o quilo não vale muito à pena: de segunda a sexta, muda pouca coisa.",0,0,0,0,1,0
Mas vale muito à pena para tomar cerveja de noite.,0,0,0,0,0,0
"Boa opção de almoço na região , pois contam com sistema de buffet livre no horário de almoço, disponível ótimos pratos e saboroso, o único ponto negativo é que o salao de mesas não é tao grande o que gera um certa espera na chegada.",1,1,0,1,0,1
"lamens muito bons, bem tradicionais, apesar da grande espera por estar sempre lotado, vale a pena ter paciencia",1,1,0,0,1,1
Gosto bastante do açaí do Açaí Aju.,0,0,0,0,0,1
Recomendo o que vem acompanhado de chantilly.,0,0,0,0,0,0
Acho que o nome é Diplomata.,0,0,0,0,0,0
O ponto negativo da casa está nos chamados hambúrgueres gourmet.,0,0,0,1,0,0
Os molhos não são tão caprichados assim é o preço é bem caro.,0,1,0,0,1,1
Não voltaria lá para comer os hambúrgueres.,0,0,0,0,1,0
Achei o restaurante bem bacana com decoração sofisticada e cardapio muito bom.,0,1,0,1,0,1
Ambiente tranquilo com musica boa.,0,0,0,1,0,1
Já fui nas duas lojas deles e o burguer é muito bom e podes escolher o ponto do hamburguer o ambiente também é bem legal.,0,1,0,0,0,1
Tomei cerveja artesanal,0,0,0,0,0,0
"Sabia que o Nino era um bom restaurante, mas me surpreendi positivamente.",1,0,0,0,0,1
"Ambiente agradável, atendimento muito bom, com garçons simpáticos, que conhecem bastante dos pratos.",0,1,0,1,0,1
Pedimos a entrada de Burrata com embutidos.,0,0,0,0,0,0
Acompanha um pão delicioso!,0,0,0,1,0,0
"Para prato principal, pedi o Tagliolini com funghi porcini puxado na manteiga de trufas e gema mole: Sensacional!!!",0,0,0,1,0,0
Nao quis nem colocar queijo parmesão para nao tirar o sabor do prato.,0,0,0,1,1,0
"Experimentei os outros que foram pedidos na mesa, mas preferi o meu!",0,0,0,0,0,0
"Carta de vinhos boa, com opcoes justas.",0,0,0,1,0,1
"Em relacao ao preço do jantar, nao achei nenhum absurdo para Um jantar com entrada, prato principal, sobremesa e vinho.",0,0,0,1,1,0
Recomendo o restaurante e certamente voltarei.,0,0,0,0,1,0
Hoje comi um com o hot dog nesse restaurante e foi muito decepcionante.,0,1,0,0,1,1
"O lugar estava vazio, o atendente morrendo atrás do computador.",0,0,0,0,0,0
"Parece o pior dia da vida dele, nem bom dia deu.",1,0,0,0,0,0
O lanche foi preparado por ele sem qualquer atenção.,0,0,0,0,0,0
"O molho para o nacho veio num copo ho plástico sem qq colher, os nachos eram maiores que o copo não tinha como pegar.",1,0,0,0,1,0
"O refrigerante veio em lata, sem copo sem canudo.",0,0,0,0,0,0
"Atendente estava nitidamente resfriado, fungando na comida.",0,0,0,0,1,0
O preço cobrado  30 reais (Jan 20) é altíssimo se considerado a qualidade entregue.,0,0,0,0,0,1
Lugar a se evitar.,0,0,0,0,0,0
"Quem sabe se os proprietários um dia virem esse análise façam algo, o lugar parece bacana.",0,0,0,0,0,0
Ah outra mega decepção.,1,0,0,0,0,0
O chatchup nitidamente foi colocado nos vidros da heinz.,0,0,0,0,0,0
"É nitidamente colocado outra marca, pois o sabor é daqueles bem vagabundos.",0,0,0,0,1,0
Conheci o Folques Doces em março um ótimo ambiente com doces magníficos um lugar para saborear ótimos doces,1,0,0,1,0,1
"O  Restaurante San Marino tem um ambiente agradável, o atendimento é muito bom, funcionários educados, a comida é muito saborosa.",0,1,0,1,0,1
"Comida espetacular, atendimento impecável, Petit Gateau perfeito, ambiente super agradável, sem duvida um dos melhores restaurantes que já fui.",1,0,1,1,0,1
"Um restaurante novo, bem montado, gostoso de se frequentar, parecido com outro de nome ""Coco Bambu"", com preços mais atraentes.",0,1,0,1,1,1
Os pratos são fartos e bem feitos.,0,0,0,0,1,1
"O garçon que nos atendeu foi bastante solícito e explicou cada prato perguntado, com detalhes.",0,1,0,0,0,1
"Um dos problemas é que os pratos fartos, são exagerados para duas pessoas.",0,0,0,0,0,1
"Pedimos uma pescada acompanhada de arroz e legumes na manteiga, que servia tranquilamente 04 pessoas.",0,0,0,0,0,0
Sugestão: que a casa sirva pratos em menor porção para que as pessoas possam solicitar mais variedades.,1,0,0,0,0,0
"No geral, um bom restaurante!",1,0,0,0,0,1
"tudo muito saboroso e bem elaborado, os sanduíches poderiam ter um pão maior, pois o pão sempre acaba antes do hambúrguer, mas sempre delicioso.",0,1,0,1,1,1
O delivery é bem rápido.,0,1,0,0,0,1
"Além das pizzas, vale a pena experimentar os breads e o dips de canela.",0,0,0,0,0,0
"Sempre perguntar se tem promoção, pois há a promoção de pizza em dobro.",0,0,0,0,1,0
Comida incrível!!,0,0,0,1,0,1
Conheço bem a comida indiana e não poderia recomendar restaurante mais típico.,0,1,0,1,1,0
Garçons Super atenciosos.,0,0,0,0,0,1
Dono super simpático também,0,1,0,0,0,0
"Atendimento simplesmente perfeito, todos muito atenciosos e simpáticos.",0,1,0,0,0,1
"Um senhor chamado Valdir tocando uma boa música no piano e depois na sanfona, indo de mesa em mesa de forma educada.",1,0,0,1,0,0
Os pratos também sem comentários.,0,0,0,0,0,0
"Só não dou a nota 5 pela decoração, que tem um aspecto meio ""velho"".",0,0,0,1,1,0
"Acho que eles tinham a ideia de fazer uma coisa  clássica, mas exageraram um pouco.",0,0,0,0,0,0
"Um dos melhores restaurantes de São Luís, especialista em carne de carneiro.",1,0,0,0,0,0
Também umas das melhores pizzas da Ilha.,1,0,0,0,0,0
Muito bom para ir com a família.,0,1,0,0,0,0
Estrutura moderna e nova.,0,0,0,1,0,1
Bom atendimento.,1,0,0,0,0,1
"Melhor hamburgueria de curitiba,tanto é que tem filial ate na terra do sanduiche,estados unidos.é caro!",0,0,1,1,1,1
"Pizzaria muito boa, uma das melhores q já experimentei, atendimento impecável, comida de excelente qualidade, assim como bebidas... Preço justo",1,1,0,1,1,1
"Ambiente pequeno, mas bem decorado e familiar.",0,1,0,1,0,1
A pizza é bem gostosa!,0,1,0,0,0,1
"Uma pizza família, com 8 pedaços, custa em torno de 45 reais.",0,0,0,1,0,0
"vale a pena ir recomendo a todos que vierem em são Paulo, limpo e legal para encontro com os amigos para bater um papo, bem localizado excelente",0,0,0,0,1,1
"Tem 13 anos que não venho aqui em SP, fiz questão de conferir meu local de comida árabe preferido, servem uma iguaria chamada UZI ( massa folhada com recheio de arroz e cordeiro)",0,0,1,1,1,0
Simplesmente maravilhosa!,0,1,0,0,0,1
"Bem servida, suculenta, tempero delicioso, sem defeitos.",0,0,0,1,1,1
"E o melhor, o preço.",0,0,0,0,0,0
"Parece inacreditável mas comemos uma peixada ao leite de coco e camarões acompanhada de pirao e arroz que servia bem três pessoas, em janeiro.",0,0,0,0,0,0
"Pagamos 40,00 reais.",0,0,0,0,0,0
Sensacional.,0,0,0,0,0,1
"Bons ingredientes, variedade de combinações, é bem feita e tem bom preço.",1,0,0,0,1,1
Sempre me salvam quando não quero cozinhar!!!,0,0,0,0,1,0
Uma delicia!!!.,0,0,0,0,0,1
"Única sugestão seria deixar menor quantidade de sushis na bandeja em que os garçons servem, pois quando chegam à mesa já estão com a alga murcha por estarem a algum tempo rodando pelo restaurante.",1,0,0,1,1,0
"Boa estrutura , peço justo, boa comida!",1,0,0,0,0,1
"Praia linda, limpa, muito agradável!",0,1,0,0,0,1
"Vale fazer uma caminha pela orla, tem falecias que garantem lindas fotos!",1,0,0,0,0,0
Pra quem gosta de comida gostosa sem pagar muito caro.,0,1,0,1,0,0
Os pretzels são sempre frescos e bem preparados e o atendimento é muito bom.,0,1,0,0,1,1
Excelente.,0,0,0,0,0,0
"Considero a melhor pizza de São Paulo, e dizem que a pizza em São Paulo é a melhor do mundo (concordo).",1,0,0,0,0,1
Essa é indiscutível.,0,0,0,0,0,0
"O espaço é agradavel, a comida é boa, mas o atendimento deixa a desejar.",0,0,0,0,0,1
Os preços não são tão baixos.,0,1,0,0,0,1
"Cardápio criativo com  diferentes leituras da cozinha brasileira num lugar muito especial - bairro Santa Teresa , a Montmartre brasileira.",0,1,0,1,0,1
"ótima opção para curtir uma cerveja com os amigos ou família, ostras sempre frescas e varias outras opções de frutos do mar.",1,1,0,0,0,1
Minha moqueca de arraia preferida.,0,0,0,0,0,1
"Uma pizza deliciosa... saladas deliciosas... atendimento excelente... e o valor muito honesto... sempre que vou a Curitiba, minha pizzaria preferida.",0,1,0,1,0,1
Não deixe de visitar.,0,0,0,0,1,0
Bem simples mas muito bem preparada.,0,1,0,0,0,0
Não é tão apimentada quanto seria no Nepal mas é preparada por imigrantes.,0,1,0,0,0,0
O Lugar fica numa galeria com amplo espaço na praça de alimentação exceto no horario de pico.,1,0,0,0,0,1
Sugiro o prato do dia sempre.,0,0,0,0,0,0
"simplesmente AMO as comidas deste lugar, atenção especial para o “batuta de manzo”, que é uma espécie de tartar muito não muito “temperado” como de costume de outros restaurantes, que pra mim, é um ponto positivo.",0,0,0,1,1,1
"Belém carece de bons restaurantes, a preços honestos e onde seja possível conversar.",1,0,0,1,0,0
O Midori é um deles.,0,0,0,0,0,0
"A comida é sempre boa e o serviço, excelente",0,1,0,0,0,1
"Restaurante em que você monta o seu próprio prato de salada, escolhendo os ingredientes!",1,0,0,0,0,0
"Os sucos são bons, mas um pouco doces demais.",0,0,0,0,0,1
Preço bom!,0,0,0,1,0,1
Boa comida mas o serviço e lento e se pagar em dinheiro eles arredondam para mais devolvendo troco menor.,1,0,0,1,1,1
Lamentável esta atitude,0,0,0,0,0,0
"Loja localizada no Shopping Tucuruvi, compartilhando as mesas e cadeiras da praça de alimentação.",0,0,0,0,0,0
"Massa razoável, caseira.",0,0,0,1,0,1
"O atendimento é problemático, não porque o atendente seja ruim, mas deixam uma única pessoa para preparar a massa, entregar ao cliente e cobrar no caixa.",1,0,0,0,0,1
Assim não dá mesmo.,0,0,0,0,1,0
Há um fila e consequente demora no atendimento.,1,0,0,0,0,1
Depois reclamam quando a freguesia vai embora... Não recomendo.,0,0,0,0,1,0
Indico o Balada a qualquer hora do dia e da noite!,0,0,0,0,0,0
Tudo sempre muito bem feito e com muita qualidade.,0,1,0,0,0,0
"Ambiente agradável tanto na área interna, que é climatizada, quanto na ampla varanda.",1,0,0,1,0,1
Considero outro ponto favorável é o fato deles estarem sempre introduzindo algo novo no cardápio!,0,0,0,1,1,0
"Porções generosas, mas tem que saber pedir pq os preços são caros em alguns itens na proporção custo x benefício, por isso, veja o cardápio com calma e tire suas dúvidas sempre com os milhares de atendentes sempre a disposição no salão!",0,0,0,1,0,1
Tive uma experiência terrível com essa pizzaria.,0,0,0,1,0,1
"Solicitei uma pizza, para pagamento via cartão - o sinal da máquina era quase zero, e por isso, fiquei por 20 minutos aguardando o entregador, decidir o que ia fazer.",0,0,0,0,0,0
"Como a pizza já estava fria, e eu cansado, sugeri fazer transferência online.",0,0,0,1,0,0
"Assim, o fiz.",0,0,0,0,0,0
"No entanto, era sexta-feira, após as 22h.",0,0,0,0,0,0
O sujeito que entregou a pizza me ligou as 22:40 reclamando que o dinheiro não cairia no mesmo dia!,1,0,0,0,1,0
Claro que não!!!!!!!,0,0,0,0,0,0
Somente no próximo dia útil!!!!,1,0,0,1,0,0
Como podem ser tão despreparados e limitados?,0,0,0,0,1,0
Nota zero!,0,0,0,0,0,0
R$ 74 por uma pizza que não vale R$ 40?,0,0,0,0,1,0
"Não, nunca mais!!!",0,0,0,0,0,0
Realizem treinamento com seus funcionários!!!,0,0,0,0,0,0
"Melhor opção no shopping para comidas e bebidas, ambiente muito bacana, bom atendimento e boa comida.",1,1,0,0,0,1
Boa variedade de bebidas.,1,0,0,0,0,1
O bar oferece muitas opções de refeições e petiscos.,0,0,0,0,0,0
Os preços são razoáveis e as porções são muito bem servidas.,0,0,0,0,1,1
Qualquer prato para duas pessoas é suficiente para alimentar três ou até quatro pessoas.,0,0,0,0,0,0
"Não deixe de experimentar o torresmo, o pastel de camarão e o arroz de brócolis.",0,0,0,0,1,0
"O Otto é um restaurante de referência na Tijuca se eu não me engano está fazendo 20 anos porém ele tem o preço acima do normal para a região, o preço não conduz com os pratos, mas tirando isso é excelente.",0,0,0,0,1,1
Super recomendo.,0,0,0,0,0,0
"Frequento o restaurante desde que foi inaugurado e sempre foi impecável na qualidade dos pratos, decoração e atendimento.",0,0,0,0,0,1
"A decoração muito especial, que dá a impressão de estar entrando numa Villa Italiana é sempre impecável com suas maravilhosas hortências sempre impecáveis!",1,1,0,0,0,1
"A qualidade dos produtos usados p/a execução dos pratos faz toda a diferença,sem contar o imperdível couvert com os pães de fabricação artezanal.",1,0,0,1,0,1
"Um ambiente de muito requinte, agradável, super culinária italiana que amo.. fui com um primo sempre vejo pois moro bem ao lado, achei tudo maravilhoso especial, sou apaixonada por restaurantes!",1,0,1,1,1,1
"Toda vez que vou ao Rio, bato o ponto no Bar Luiz.",0,0,0,0,0,0
Comida alemã excelente.,0,0,0,1,0,1
"Ótimo lugar para comer, ambiente bem agradável, atendimento bom, comida muito boa, preço razoável... Recomendo e ao lado tem uma ótima padaria",1,1,0,1,0,1
Excelente Hamburger.,0,0,0,0,0,1
O buffet de saladas é bem variado.,0,1,0,0,0,1
O sundae farofino é imperdível.,0,0,0,0,0,1
"É um restaurante de rede, mas a comida é muito boa.",0,1,0,0,0,1
Bar com excelentes preços no Setor Oeste.,1,0,0,0,0,1
"Cerveja gelada, petiscos de bom preço.",1,0,0,0,0,1
Local elegante e reservado.,0,0,0,1,0,1
Bom atendimento e outros.,1,0,0,0,0,1
Recomendo.,0,0,0,0,0,0
"Um restaurante muito bom, com boa comida, espaço, atendimento bom, bem localizado vale a pena ir, uma das boas opções de restaurante da região.",1,1,0,1,1,1
O Latife nada mais é do que um fast food de comida árabe.,0,0,0,1,1,0
"Ainda sim, vale a pena experimentar os pratos lá servidos.",0,0,0,0,1,0
"A kafta, as esfihas e os kibes são muitos gostosos.",0,0,0,0,0,1
"Há um bufê de saladas, sempre fresquinhas.",0,1,0,0,0,0
O preço é bem em conta.,0,0,0,0,0,1
Vale a visita.,0,0,0,0,0,0
Pizza rapida e em fatia.,0,0,0,1,0,1
Tem várias filiais na cidade do RJ.,0,0,0,0,0,0
Em ipanema na farme de amoedo tem outra.,0,0,0,0,0,0
"Restaurante maravilhoso, cardápio variado, com uma comida incrivelmente deliciosa.",0,1,0,1,0,1
"O preço é um pouco salgado, mas vale a pena pela qualidade que eles oferecem.",0,1,0,0,0,1
Você não vai se arrepender.,0,0,0,0,0,0
Tem uma localização ótima.,0,0,0,1,0,1
"É um kilão de qualidade, local climatizado, bem limpo, uma excelente variedades de pratos quevão do churrasco a caldeiradas e maniçoba (comida típica paraense) variedade de sobremesas, é muito frequentado pela classe média da cidade, então as vezes fica difícil ter boas mesas.",1,1,1,1,1,1
eu recomendo,0,0,0,0,0,0
Excelente comida italiana com um atendimento excelente... Os proprietários preparam e servem as refeições com muita simpatia e cordialidade.,1,0,0,1,0,1
Vale a pena conferir,0,0,0,0,0,0
"""Pratos e sobremesas tipicamente italianas feitas pelo chef Renato Ialenti, que mistura sabores, ingredientes e sofisticação às receitas sem perder a autenticidade da cozinha contadina""",0,1,0,1,0,0
"Local super agradável, funcionários atenciosos com atendimento de primeira qualidade.",1,1,0,1,0,1
Cardápio variado com destaque para as carnes.,0,0,0,0,0,1
"Vale muito ir conhecer, porém vá com bolso preparado.",0,0,0,0,0,0
Uma,0,0,0,0,0,0
A comida é deliciosa.,0,0,0,0,0,1
tem sashimi de polvo que não tinha visto em Rio Branco!,0,0,0,0,0,0
O local só é pequeno.,0,0,0,0,0,1
"Comida simples e barata, para quem esta de passagem pelo centro de João Pessoa, eu recomendo.",0,0,0,1,0,1
"O local é organizado e limpo, tudo simples.",0,0,0,0,0,1
"Preço bom, com comida de altíssima qualidade, com espaço agradável e bem localizado.",1,0,0,1,1,1
Atendimento de qualidade!!!,0,0,0,0,0,1
Recomento.,0,0,0,0,0,0
Comida excelente e bastante variada.,0,1,0,1,0,1
Atendimento da recpcionista da porta ruim.,0,0,0,1,0,1
Funcionários despreparados.,0,0,0,0,0,1
"Uma das vezes em que fui ao restaurante, chegamos após uma caminhada na praia com roupa de ginastica e fomos barrados para entrar e ainda estávamos com bebe de 3 meses no colo. Concluindo: o restaurante é ótimo mas perde por despreparo de seus recepcionistas.",0,0,0,0,0,1
Detalhe que estava um calor de 42 graus neste dia e o restaurante se localiza proximo a praia.,0,0,0,0,0,0
Então fui ao restaurante em frente que deixou minha familia entrar sem frescura.,0,0,0,0,0,0
Favor trocar as recepcionnistas para não perderem mais clientes.,0,0,0,0,1,0
"Os bombons já foram melhores, mais bem recheados.",0,0,0,0,1,1
Como tudo do grupo Fasano não fiquei decepcionado em nenhum momento.,0,0,0,0,1,0
"Atendimento ótimo, comida maravilhosa e o preço não é astronômico.",0,0,0,1,0,1
Excelente restaurante para saborear um lamen muito parecido com o do Japão.,1,1,0,0,0,1
"Lamen com diversas opções de caldos e ingredientes, atendimento simpático e fácil acesso, próximo a Avenida Paulista.",1,0,0,1,0,1
Gosto muito do burguer king pelo aspecto menos fast food...gosto de churrasco e a bebida à vontade...excelente pedida...,1,0,0,0,0,1
Comemos o bolinho de feijoada que estava maravilhoso.,0,0,0,0,0,1
Caipirinha de tangerina muito bem feita.,0,1,0,0,0,1
"Camarão na Moranga gostoso, mais poderia vir mais quente e com menos coentro.",0,1,0,0,1,1
A comida é boa e o cardápio varia todos os dias da semana.,0,0,0,0,0,1
"Mas, se você tem problemas de pressão alta não vá!",0,0,0,1,1,0
"O cozinheiro parece apreciar muito o sal, que ele utiliza generosamente nos pratos e molhos de salada.",0,0,0,0,0,0
"Evite os pratos com molhos e moquecas, são sempre os mais salgados, lamentavelmente.",0,0,0,0,0,0
"O lugar poderia ser mas confortável, as mesas  comunitárias são pequenas e apertadas.",0,0,0,0,0,1
Não entendo porque o proprietário não expandiu na mesma galeria para trazer mais conforto para os clientes.,1,0,0,0,1,0
As moças que atendem são eficientes e quase sempre simpáticas.,0,1,0,0,0,1
Um ambiente lindo com vista incrível da cidade.,0,0,0,1,0,1
"A comida é muito boa, com ingredientes de qualidade e combinações bem contemporâneas.",0,1,0,0,0,1
O drink beijo de jambu é equilibrado e muito gostoso.,0,1,0,1,0,1
Só foi um pouco chato achar um Uber para subir até lá.,0,1,0,0,0,0
Os pratos não são baratos mas é muito compreensível pela qualidade.,0,1,0,0,0,1
Atendimento muito bom tb!,0,1,0,0,0,1
"Bom, durante um jantar de negócios fomos convidados ao local que realmente se diferencia dos demais da cidade.",0,0,0,0,0,0
"Bastante sofisticado, com um ambiente de requinte.",0,1,0,0,0,1
"Mas, nessa tentativa de ser tão requintado, escapam alguns detalhes que prejudicam o local.",0,1,0,0,0,0
Ou ao menos prejudicaram a primeira impressão.,1,0,0,0,0,0
"A entrada, com pastas, frios e pães, ficou servida por cerca de uma hora até que os pratos principais ficassem prontos.",0,0,0,1,0,0
"Por mais que possa ser uma 'tática' para que os negócios pudessem ser tratados durante esse meio tempo, isso não contribui.",1,0,0,0,1,0
"O prato principal estava muito bom, com filé, salmão e os cortes de porcos da região.",0,1,0,1,0,1
"O atendimento também estava bom, com muitos garçons.",0,0,0,0,0,1
E a música ambiente bastante agradável.,0,1,0,1,0,1
Comida excelente!,0,0,0,1,0,1
Ambiente super gostoso!,0,1,0,0,0,1
"Self service, mas tudo fresquinho e gostoso,só chegue mais cedo pois a casa e lotada!",0,0,0,0,1,0
"Lugar TOP, comida boa, atendimento muito bom!",0,1,0,1,0,1
"Como o meu aniversário é o do meu pai são muito próximos, decidimos fazer uma única celebração, visto que não somos mais tão jovens assim.",1,1,0,0,0,0
Escolhemos o CT por ser perto de casa e eu ainda não tinha provado a cozinha do Claude.,0,0,0,0,0,0
"Pedimos o tartar, que veio ok, acompanhado de batatas mal cozidas.",0,0,0,0,1,0
A cerveja veio quente.,0,0,0,0,0,0
"Pedimos hambúrguer, não tinha... Não condiz com o nível em que o restaurante pretende se enquadrar.",0,0,0,0,1,0
Muito fraco.,0,1,0,0,0,0
Não recomendo,0,0,0,0,1,0
"O restaurante é super bonito e bem descontraído, o atendimento é bem atencioso, as refeições e os lanches são super caprichados.",0,1,0,0,1,1
"O restaurante é muito simples, mas a carne de sol oferecida é espetacular.",0,1,0,0,0,1
Os acompanhamentos são maravilhosos.,0,0,0,0,0,1
"Vale a pena conferir ..,",0,0,0,0,0,0
"É um dos melhores lugares no Rio de Janeiro, fica sempre a dúvida, é bar ou restaurante.",1,0,0,0,0,1
"Indico pedir a carne assada com gnocchi a quatro queijos, vale a pena, muito bom.",0,1,0,0,0,1
"O melhor lugar em Aracaju para se comer frutos do mar, com certeza !",1,0,0,0,0,0
Todos os pratos são muito bem elaborados e saborosos com um toque de requinte !,0,0,0,0,1,1
Fui com a minha familia nesse excelente restaurante.,1,0,0,0,0,1
Ótimo ambiente e atendimento.,1,0,0,0,0,1
"Pedimos 3 carnes, o gran chorizo, o bife pampeano e o ojo del bife ancho!",0,0,0,1,0,0
Como acompanhamento pedimos o arroz biro biro.,0,0,1,1,0,0
O grande sucesso foi o gran chorizo!,1,0,0,0,0,1
Excelente!,0,0,0,0,0,0
Foi tudo muito gostoso!,0,1,0,0,0,1
Com certeza retornaremos!,0,0,0,0,0,0
"Gostei muito do lugar, principalmente pelas sombras das árvores que amenizam o clima quente de porto velho.",0,0,0,1,0,1
Cerveja bem gelada,0,0,0,0,0,1
"Bons sanduíches mas nada diferentes do trivial, nas ultimas visitas achei a maionese da casa muito oleosa e sem tempero.",1,1,0,0,0,1
Restaurante muito bom.,0,1,0,0,0,1
"Ambiente aberto e bem arborizado, sendo muito agradável.",0,1,0,0,0,1
"Comida de qualidade muito boa, drinks bacanas.",0,1,0,1,0,1
"Preço elevado, mas vale a pena visitar e desfrutar da vista.",0,0,0,0,0,1
"adoro os petiscos do bar do Alves,  mais os garçons são ruins,  o pedido demora muito.",0,0,0,0,0,1
"a comida é  saborosa,  o pastel tem uma massa muito boa,  tudo tem boa qualidade.",1,1,0,0,0,1
é  fácil para estacionar e o restaurante é  bem ventilado.,0,1,0,0,0,1
o banheiro é  limpo e as cadeiras são confortáveis.,0,0,0,0,0,1
"Apesar de gostoso, bom ambiente e funcionários educados, não vale o preço que cobra!",1,0,0,0,1,1
Um prato sai por volta de 140 reais e não vem bem servido!,0,0,0,0,1,0
"Lugar lotado , fila de espera, mas anda rápido.",0,0,0,0,0,1
"Bom atendimento, cardápio gigantesco.",1,0,0,1,0,1
"Comi um prato de peixe, era gostoso, nada excepcional.",0,0,0,0,0,1
"Eu particularmente prefiro locais menores e mais personalizados,",0,0,0,1,1,0
É um restaurante que mantêm o padrão da rede.,0,0,0,0,0,0
"Temos a vantagem de evitar surpresas e a mesma desvantagem.. Não encontraremos um sabor ""especial""",1,0,0,0,1,0
"A comida é simples e boa, o preço é bom.",0,0,0,0,0,1
"O ambiente é bem simples, nada sofisticado e o atendimento foi razoável.",0,1,0,0,0,1
Vale o valor pago!,0,0,0,0,0,1
"Fomos a esta casa depois de muitas vezes ir e voltar ao Uniko, na Rua da Quitanda, Centro do Rio, sendo esta La Terrazza um ""anexo distante"" da primeira.",0,0,0,1,0,0
"Cardápio bem variado, com opções de comida japonesa tanto tradicional como algumas opções gourmet, além de chapas.",0,1,0,1,0,1
Atendimento ágil.,0,0,0,1,0,1
Preços médios para alto.,0,0,0,1,0,1
Oferecem desenhos para crianças.,0,0,0,0,0,0
Fácil estacionamento.,1,0,0,0,0,1
"Viemos num jantar no domingo, o ótimo atendimento já começa ao chegar no restaurante, com os rapazes cuidando do carro.",1,0,0,0,1,1
Sentamos e nos foi explicado como funciona a casa.,0,0,0,0,0,0
"Proposta interessante, carnes de primeiríssima qualidade e acompanhamentos de muita qualidade.",1,0,0,1,0,1
"A coisa mais surpreendente foi o salmão ao molho de maracujá e o arroz piemonteses, tudo surpreendentemente gostoso.",0,1,0,1,0,0
Os atendimentos dos rapazes é ótimo!,0,0,0,0,0,1
Vale muito a visita.,0,0,0,0,0,0
Melhor pizza do Extremo Sul.,1,0,0,0,0,1
Bem recheada e com ingredientes de qualidade.,0,0,0,0,1,0
Massa aberta na hora.,0,0,0,0,0,0
"Não tem forno à lenha, o que não interfere em muito na qualidade.",0,0,0,0,1,0
"Sempre peço a tradicional, nunca comi as de cone.",0,0,0,0,1,0
Ambiente bem legal de se comer no local.,0,1,0,0,0,1
Ótimo.,0,0,0,0,0,0
"Típico restaurante indiano, fomos com um casal de amigos, adoramos o ambiente que é bem familiar e agradável.",1,1,0,1,0,1
A comida deliciosa com boas opções.,1,0,0,1,0,1
Atendimento rápido e prático.,0,0,0,1,0,1
"Iniciamos com a entrada Chutneys, que são 3 molhos da casa (hortelã, tamarindo e papaia) acompanhado com o pão indiano masala papad.",1,0,0,1,0,0
"Depois pedimos porção de arroz com açafrão Kesari Pullao, porção de frango Murg Masala e porção de carneiro Gosht Masala.",0,0,0,0,1,0
Bebemos uma cerveja bem gelada.,0,1,0,0,0,0
Todos os pratos pedimos levemente apimentados e eles trouxeram pimenta a parte.,0,0,0,0,1,0
Estilo natural e vegetariano.,0,0,0,1,0,0
