sentence,concept_aptitude_avg_abs,concept_aptitude_sum_abs,concept_attention_avg_abs,concept_attention_sum_abs,concept_pleasantness_avg_abs,concept_pleasantness_sum_abs,concept_polarity_avg_abs,concept_polarity_sum_abs,concept_sensitivity_avg_abs,concept_sensitivity_sum_abs,subjectivity
Quase sem palavras para descrever.,0.1993333333333333,1.1960000000000002,0.1303333333333333,0.782,0.2635,1.5810000000000002,0.2065,1.239,0.156,0.936,0.0
Ótimo atendimento do garçom Roberval Viana e uma comida excelente tbm!!!,0.1212142857142857,1.697,0.0789999999999999,1.106,0.1017142857142857,1.424,0.0979285714285714,1.371,0.0040714285714285,0.057,1.0
"Lugar agradável embora quando cheio alguns lugares ficam inviáveis por colocarem as mesas muito próximas, tem-se a impressão de invasão  de privacidade.",0.21444,5.361,0.1291199999999999,3.228,0.2066,5.165,0.19448,4.862,0.03324,0.8310000000000001,1.0
Buffet de frios variados e bons.,0.0738571428571428,0.517,0.1448571428571428,1.014,0.1382857142857143,0.968,0.119,0.8330000000000001,0.0,0.0,1.0
"Pizza massa fina, bem servida de ingredientes .",0.1407777777777777,1.267,0.2169999999999999,1.953,0.1955555555555555,1.76,0.1844444444444444,1.66,0.0,0.0,1.0
"Atendimento eficiente, local com ar condicionado.",0.2035,1.628,0.277625,2.221,0.206,1.648,0.222625,1.781,0.01925,0.154,1.0
Padaria localizada ao lado do Hotel Ibis Budget da Frei Caneca que faz boa comida por preço justo.,0.1333157894736842,2.533,0.0740526315789473,1.4069999999999998,0.0984736842105263,1.871,0.0984210526315789,1.87,0.0087368421052631,0.166,1.0
"Os salgados são muito bons, especialmente os croissants.",0.1736,1.736,0.107,1.07,0.1704,1.704,0.1687,1.687,0.0553,0.553,1.0
"boa opção no centro da cidade.boa oferta de comida,preco e atendimento,limpeza tambem boa,recomendo.",0.1103499999999999,2.207,0.1309,2.618,0.0763,1.526,0.098,1.96,0.0217,0.434,1.0
Eu e m eu filho comemos um Xfile e ficamos uma semana com infecção intestinal.,0.0544375,0.871,0.013,0.208,0.061875,0.99,0.0425624999999999,0.6809999999999999,0.016125,0.258,0.0
"No calçadão da Rua da Quitanda, bem próximo à Praça do Patriarca.",0.0535714285714285,0.75,0.0749285714285714,1.049,0.0657142857142857,0.92,0.0647142857142857,0.906,0.0,0.0,0.0
"Funciona no almoço com buffet com várias opções de pratos frios, quentes, sobremesas e sucos incluídos.",0.0272105263157894,0.517,0.0533684210526315,1.014,0.0509473684210526,0.968,0.0438421052631579,0.8330000000000001,0.0,0.0,0.0
Tudo com qualidade.,0.29,1.16,0.2809999999999999,1.124,0.23575,0.943,0.26225,1.049,0.02025,0.081,1.0
É bar mas com opções de pratos para refeições e não somente petiscos.,0.0815714285714285,1.142,0.0694999999999999,0.973,0.1069285714285714,1.497,0.1097142857142857,1.536,0.0710714285714285,0.995,0.0
Cozinha brasileira.,0.0,0.0,0.023,0.069,0.0,0.0,0.0076666666666666,0.023,0.0,0.0,0.0
Pratos para compartilhar.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bom atendimento.,0.256,0.768,0.3176666666666666,0.953,0.2046666666666666,0.614,0.2593333333333333,0.778,0.0,0.0,1.0
"Assim que você entra já ouve uma música ambiente, já fica flutuando.",0.0,0.0,0.0627142857142857,0.878,0.0534285714285714,0.748,0.0387142857142857,0.542,0.0,0.0,0.0
Aí tem duas árvores que foram preservarás na construção.,0.1027,1.027,0.0794,0.794,0.0702,0.702,0.0824999999999999,0.825,0.0046,0.046,0.0
Ambiente muito aconchegante.,0.192,0.768,0.0,0.0,0.14775,0.591,0.15925,0.637,0.13825,0.553,1.0
"O buffet é a vontade, preço fixo.",0.0064444444444444,0.058,0.1014444444444444,0.913,0.11,0.99,0.0725555555555555,0.653,0.0,0.0,0.0
Pode se servir várias vezes.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tudo sem enlatados e temperos prontos.,0.1237142857142857,0.866,0.0248571428571428,0.174,0.1351428571428571,0.946,0.1185714285714285,0.83,0.0949999999999999,0.6649999999999999,0.0
Bebida à vontade.,0.0,0.0,0.177,0.708,0.2155,0.862,0.13075,0.523,0.0,0.0,0.0
Uma grande variedade de frutas.,0.3899999999999999,2.34,0.4143333333333333,2.486,0.3588333333333333,2.153,0.3878333333333333,2.327,0.0,0.0,1.0
Preço justo.,0.3516666666666666,1.055,0.0546666666666666,0.164,0.2383333333333333,0.715,0.2149999999999999,0.6449999999999999,0.0,0.0,1.0
Ingredientes orgânicos para quem se preocupa com a saúde.,0.0113,0.113,0.0087999999999999,0.088,0.0927,0.927,0.0663999999999999,0.6639999999999999,0.0928,0.928,0.0
Comprei para ir no rodízio de fondue com uns casais de amigo e gostei muito da visita.,0.1561111111111111,2.81,0.1560555555555555,2.809,0.2259999999999999,4.068,0.1896666666666666,3.414,0.0307222222222222,0.553,0.0
O restaurante Remanso do peixe oferece o que de melhor existe em pescado na amazônia.,0.1225,1.96,0.086375,1.382,0.1118125,1.789,0.12025,1.924,0.07225,1.156,0.0
Morador ou visitante não pode deixar de conhecer essa maravilha da culinária paraense.,0.113,1.582,0.1862142857142857,2.607,0.1353571428571428,1.895,0.1417142857142857,1.984,0.0095714285714285,0.134,0.0
Recomendo.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Apesar de achar o couvert artístico um pouco caro demais e a espera para conseguir uma mesa ser um pouco cansativa, acho que o restaurante vale a pena.",0.1738666666666667,5.216000000000001,0.1197,3.591,0.1501666666666666,4.505,0.1477333333333333,4.432,0.0005,0.015,1.0
"Não é barato, mas o serviço foi bom, a pizza veio super rápido, o menu é ótimo (várias opções de pizza e você pode optar por dividir a sua pizza em em até 3 sabores diferentes) e o ambiente é agradável.",0.0805106382978723,3.784,0.078127659574468,3.672,0.0846808510638297,3.98,0.0784255319148936,3.686,0.002531914893617,0.119,1.0
Bem localizado.,0.25,0.75,0.3266666666666666,0.98,0.3066666666666667,0.92,0.2943333333333333,0.883,0.0,0.0,1.0
Voltaria.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Melhor pizza da cidade em termos de massa fina, preço um pouco salgado.",0.1254666666666666,1.882,0.0954666666666666,1.432,0.1344,2.016,0.1134666666666666,1.7020000000000002,0.0082666666666666,0.124,1.0
Tem o melhor petit gateu da ilha.,0.169625,1.357,0.123375,0.987,0.104625,0.837,0.127375,1.019,0.0155,0.124,1.0
Muito bom!!,0.192,0.768,0.0,0.0,0.14775,0.591,0.15925,0.637,0.13825,0.553,1.0
Atendimento excelente do Michael!!,0.2456666666666666,1.474,0.1588333333333333,0.953,0.2325,1.395,0.2123333333333333,1.274,0.0,0.0,1.0
Comida deliciosa e ambiente agradável!,0.3323333333333333,1.994,0.1298333333333333,0.779,0.2523333333333333,1.5139999999999998,0.2318333333333333,1.391,0.0095,0.057,1.0
Caipirinha deliciosa!,0.3283333333333333,0.985,0.0,0.0,0.3253333333333333,0.976,0.218,0.654,0.0,0.0,1.0
Pratos caros e visualmente feios.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Pouca quantidade.,0.2986666666666667,0.896,0.309,0.927,0.2663333333333333,0.799,0.2913333333333333,0.874,0.0,0.0,0.0
Pedi o salmão e não tinha mais disponível na cozinha.,0.0164545454545454,0.181,0.0253636363636363,0.279,0.008,0.088,0.0091818181818181,0.101,0.0114545454545454,0.126,0.0
Experiência pra não voltar mais.,0.1813333333333333,1.088,0.1526666666666666,0.916,0.204,1.224,0.1643333333333333,0.986,0.0335,0.201,0.0
Comprar chocolates na cacau show é uma boa saída para quem quer fugir dos chocolates mais tradicionais e quer experimentar novos e deliciosos sabores de chocolates.,0.0393703703703703,1.0630000000000002,0.0522962962962962,1.412,0.0424444444444444,1.146,0.041037037037037,1.108,0.0047777777777777,0.129,1.0
Excelente atendimento.,0.4913333333333333,1.474,0.3176666666666666,0.953,0.465,1.395,0.4246666666666667,1.274,0.0,0.0,1.0
Ambiente tipicamente carioca.,0.0,0.0,0.03275,0.131,0.0,0.0,0.011,0.044,0.0,0.0,0.0
"Comida muito bom, muito bem temperada.",0.313625,2.509,0.141625,1.133,0.266375,2.131,0.28175,2.254,0.145375,1.1630000000000005,1.0
Preço justo.,0.3516666666666666,1.055,0.0546666666666666,0.164,0.2383333333333333,0.715,0.2149999999999999,0.6449999999999999,0.0,0.0,1.0
Excelente custo-benefício.,0.2353333333333333,0.706,0.0,0.0,0.2603333333333333,0.781,0.1653333333333333,0.496,0.0,0.0,1.0
"Ambiente agradável, garçons educados, comida gostosa, mas... as porções dos pratos kids são muito, muito, muito pequenas.",0.1487916666666666,3.571,0.0360416666666666,0.865,0.10475,2.514,0.1189583333333333,2.855,0.075375,1.809,1.0
Vergonhoso cobrarem tão caro por tão pouca massa.,0.106,0.954,0.1014444444444444,0.913,0.0,0.0,0.0691111111111111,0.622,0.0,0.0,0.0
Até meu filho de 3 anos saiu de lá com fome.,0.20525,2.463,0.2548333333333333,3.058,0.2800833333333333,3.361,0.2685,3.2220000000000004,0.0888333333333333,1.066,0.0
"Não volto mais, pois teria que pedir um prato de adulto para um menininho se alimentar adequadamente.",0.1058947368421052,2.012,0.0512105263157894,0.973,0.1484210526315789,2.8200000000000003,0.103,1.957,0.0034736842105263,0.066,0.0
"Atendimento de primeira, ambiente super legal.",0.270875,2.1670000000000003,0.354,2.832,0.18175,1.454,0.268875,2.151,0.0,0.0,1.0
Ideal para um jantar entre amigos.,0.1537142857142857,1.076,0.0392857142857142,0.275,0.1705714285714285,1.194,0.118,0.826,0.0095714285714285,0.067,0.0
As opções com camarão são as melhores mas os de peixes também são uma delícia.,0.0559375,0.895,0.0704375,1.127,0.077875,1.246,0.0680625,1.089,0.0,0.0,1.0
O preço é razoável até.,0.117,0.7020000000000001,0.178,1.068,0.1626666666666666,0.976,0.1506666666666666,0.904,0.0225,0.135,1.0
"Chope bemtirado, comida questionável, o joelho de porco é bem feito, porém a salada de batatas veio azeda e o chucrute bem antigo.",0.1971481481481481,5.323,0.209037037037037,5.644,0.2034444444444444,5.493,0.211,5.697,0.033074074074074,0.893,1.0
As salsichas de qualidade duvidosa.,0.3553333333333333,2.132,0.3205,1.923,0.4446666666666666,2.668,0.3736666666666666,2.242,0.0,0.0,1.0
O preço para o Rio é compatível .,0.07225,0.5780000000000001,0.10775,0.862,0.073375,0.587,0.065375,0.523,0.075125,0.601,1.0
"Ambiente acolhedor, bebidas self-service, rock dos melhores (clássicos e atuais) e atendimento maravilhoso.",0.0984444444444444,1.772,0.1435,2.583,0.0895,1.611,0.1104444444444444,1.988,0.0,0.0,1.0
"Esse restaurante é muito agradável, um excelente atendimento uma vista pro mar de abrilhantar os olhos e com uma refeição divina, nesse final de ano ele estarão fazendo um pacote muito bom pra quem gosta de celebrar a virada do ano de frente pro mar.",0.2259374999999999,10.845,0.1816458333333333,8.719000000000001,0.2469166666666666,11.852,0.2300208333333333,11.041,0.0516666666666666,2.4800000000000004,1.0
"Local agradável, amplo, cardápio variado e bom atendimento.",0.2441818181818181,2.686,0.2279090909090909,2.507,0.1132727272727272,1.246,0.1916363636363636,2.108,0.0101818181818181,0.112,1.0
"Além de variados e deliciosos acaís, servem outras opções de lanches que equivalem à refeição e sucos muito gostosos.",0.0872380952380952,1.832,0.1396666666666666,2.933,0.1492857142857142,3.135,0.1332380952380952,2.798,0.0263333333333333,0.553,1.0
"sushi di boa qualidade e otimo tempura de legumes e camarao, tambem tem sobremesa incluida no valor do rodizio",0.14915,2.983,0.1678,3.3560000000000003,0.1288,2.576,0.1486,2.9720000000000004,0.0,0.0,1.0
A pizzaria é um charme.,0.1181666666666666,0.709,0.002,0.012,0.175,1.05,0.0983333333333333,0.59,0.0,0.0,1.0
O ambiente é ótimo para um encontro romântico ou para comer uma pizza com os amigos.,0.1090588235294117,1.854,0.0607647058823529,1.033,0.1164705882352941,1.98,0.0954117647058823,1.622,0.0,0.0,1.0
"O atendimento é bom, rápido e eficiente.",0.1707777777777778,1.537,0.1157777777777777,1.042,0.1625555555555555,1.463,0.1481111111111111,1.333,0.0046666666666666,0.042,1.0
Os preços não são baratos entretanto não chegam a ser astronômicos.,0.0284166666666666,0.3409999999999999,0.0346666666666666,0.416,0.0169166666666666,0.203,0.0260833333333333,0.313,0.00175,0.021,1.0
Recomendo para uma refeição diferente e deliciosa.,0.126875,1.015,0.01,0.08,0.1275,1.02,0.085625,0.685,0.0,0.0,0.0
Dei mais uma chance para a Real.,0.03675,0.294,0.025625,0.205,0.004,0.032,0.01725,0.138,0.01475,0.118,0.0
Genteeee!!!!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Vcs precisam ir a este lugar e comer a comida do Bryan, ver os arcos, beber Pisco, conversar com o chef sobre a comida peruana e terminar com o Suspiro a la limeña que é uma das 3 sobremesas mais incriveis que já comi!",0.06125,2.94,0.061125,2.934,0.0207291666666666,0.995,0.043375,2.082,0.0070833333333333,0.34,0.0
"Ambiente bem cuidado, atendimento excelente.",0.42,2.94,0.2761428571428571,1.933,0.438,3.0660000000000003,0.378,2.646,0.0,0.0,1.0
"Pequena variedade, mas atende inclusive  vegetarianos.",0.103,0.927,0.0651111111111111,0.586,0.0571111111111111,0.514,0.0751111111111111,0.676,0.0,0.0,0.0
Costuma ter bolinhas fritos a assados fora do habitual.,0.1266,1.266,0.025,0.25,0.0904,0.904,0.1045,1.045,0.1169999999999999,1.17,0.0
Tudo bem caprichado.,0.24925,0.997,0.2885,1.154,0.244,0.976,0.25375,1.015,0.02025,0.081,1.0
Preço caprichado também.,0.0145,0.058,0.041,0.164,0.0,0.0,0.0185,0.074,0.0,0.0,1.0
Não é para o dia-a-dia.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"O kg custa R$ 65,00.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Destaque para o creme brulee, boa pedida para sobremesa.",0.0639090909090909,0.703,0.0853636363636363,0.939,0.0083636363636363,0.092,0.0525454545454545,0.5780000000000001,0.0,0.0,0.0
Va com tempo.,0.00825,0.033,0.023,0.092,0.034,0.136,0.009,0.036,0.02175,0.087,0.0
Mesas para muitas pessoas demoram um pouco para liberar,0.1672222222222222,1.505,0.0805555555555555,0.725,0.2033333333333333,1.83,0.1503333333333333,1.353,0.0,0.0,0.0
"No Executivo Grill você tem um ambiente descontraído, com diversas opções de saladas, pratos quentes, carnes, feijoada, a comida é gostosa, o atendimento é razoável e o preço é muito bom.",0.1661315789473684,6.313,0.0953421052631579,3.623,0.1641315789473684,6.236999999999999,0.1526842105263157,5.802,0.0419473684210526,1.594,1.0
Ambiente super agradável e de ótimo atendimento.,0.2588749999999999,2.071,0.319,2.552,0.245375,1.963,0.274375,2.1950000000000003,0.0,0.0,1.0
Fomos muito bem atendidos!,0.3036,1.518,0.196,0.98,0.3022,1.511,0.304,1.52,0.1106,0.553,0.0
A carne é ótima e o lugar super agradável!,0.0852,0.8520000000000001,0.0799,0.7989999999999999,0.0509,0.509,0.072,0.72,0.0,0.0,1.0
Recomendo!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Um dos melhores restaurantes que vi na cidade.,0.0903333333333333,0.813,0.0,0.0,0.11,0.99,0.0667777777777777,0.601,0.0,0.0,0.0
Tradicional.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
As melhores burekas (folhados redondos recheados - em formato de donut) .,0.0369285714285714,0.517,0.0694999999999999,0.973,0.06,0.84,0.0555,0.777,0.0,0.0,1.0
Para saborear no local e tambem levar pra casa (congeladas).,0.0257692307692307,0.3349999999999999,0.0326923076923076,0.425,0.0133076923076923,0.173,0.0192307692307692,0.25,0.014076923076923,0.183,0.0
"Ter no congelador sempre que pintar ""aquela vontade"" (e vai pintar sempre, rsrrss).",0.0147894736842105,0.281,0.0504210526315789,0.958,0.0453684210526315,0.862,0.0328421052631578,0.624,0.0119473684210526,0.227,0.0
A de ricota e de espinafre são imbativeis.,0.1358888888888889,1.223,0.2247777777777778,2.023,0.2092222222222222,1.883,0.19,1.71,0.0,0.0,1.0
"Lanche gostoso, as batatas chips que vêm de acompanhamento e a maionese temperada da casa são boas, atendimento e ambiente agradáveis, preço em conta e ainda tem delivery.",0.1049375,3.3580000000000005,0.093,2.976,0.0805,2.576,0.1000625,3.202,0.02646875,0.847,1.0
"As esfirras são a melhor propaganda do restaurante de comida tipica árabe, sabores variados (adoro a folheada de carne e a de azeitona), mas os outros pratos também são muito bons.",0.1009444444444444,3.634,0.1050555555555555,3.782,0.1078055555555555,3.8809999999999993,0.1077222222222222,3.878,0.0253888888888888,0.914,1.0
"Não deixem de experimentar os charutinhos de folha de uva, o tempero é leve e saboroso.",0.1168333333333333,2.103,0.1752777777777777,3.155,0.1455,2.619,0.1410555555555555,2.539,0.0085,0.153,1.0
O espaço é simples e o atendimento costuma ser rápido nas mesas.,0.1728461538461538,2.247,0.1316923076923077,1.712,0.2092307692307692,2.72,0.1886923076923077,2.453,0.091076923076923,1.1840000000000002,1.0
"No balcão é um pouco mais confuso pela quantidade de pessoas que ficam ao redor esperando atendimento e comendo ali mesmo, mas é tb o lugar mais divertido já que podemos presenciar a interação entre os donos árabes ou descendentes e os funcionários brasileiros...",0.1059130434782608,4.871999999999999,0.0818695652173913,3.766,0.1011521739130434,4.653,0.0957826086956521,4.406,0.0033043478260869,0.152,0.0
Cumpre o esperado.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Boa variedade de carnes, e variado buffet de saladas e outros acompanhamentos.",0.1602142857142857,2.243,0.2014999999999999,2.821,0.1729285714285714,2.4210000000000003,0.1763571428571428,2.469,0.0056428571428571,0.079,1.0
Bom atendimento.,0.256,0.768,0.3176666666666666,0.953,0.2046666666666666,0.614,0.2593333333333333,0.778,0.0,0.0,1.0
Preço razoável.,0.0476666666666666,0.143,0.0546666666666666,0.164,0.0289999999999999,0.087,0.04,0.12,0.045,0.135,1.0
Recomendo.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Que desfrutar de um lanche leve e rápido vale a pena no flash lanches.,0.2283333333333333,3.425,0.1848666666666666,2.773,0.2758666666666667,4.138000000000001,0.2433333333333333,3.65,0.0410666666666666,0.616,1.0
Tudo muito cuidado e ambiência limpa.,0.2472857142857143,1.731,0.0248571428571428,0.174,0.1997142857142857,1.398,0.1797142857142857,1.258,0.0905714285714285,0.634,1.0
"Restaurante muito bem localizado perto de varios hotéis , almoçamos depois das 16:00 sendo que a maioria dos restaurantes daquela região já estavam fechados, comida deliciosa feita com produtos saudáveis !",0.1068125,3.418,0.0712812499999999,2.281,0.1102187499999999,3.527,0.0998749999999999,3.196,0.02153125,0.6890000000000002,1.0
Adoramos !,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pedimos um rodízio que só começou a ser servido após chamar o garçom e reclamar,0.1595333333333333,2.393,0.0615999999999999,0.924,0.1032666666666666,1.549,0.1294,1.941,0.0638666666666666,0.958,0.0
"Um lindo lugar, cardápio muito direcionado à camarão, preços elevados, mais condizentes com bom ambiente que as porções poucp generosas.",0.0801666666666666,1.924,0.0187083333333333,0.4489999999999999,0.0696666666666666,1.672,0.0635416666666666,1.525,0.0239166666666666,0.5740000000000001,1.0
"A casa costuma lotar no fim da tarde e serve um variado menu, de cerca de 30 itens, como pratos individuais e coletivos, para crianças, panelinhas, espetinhos e espetões, saladas, sanduíches, caldos e sobremesas.",0.0444651162790697,1.912,0.0531162790697674,2.284,0.0625581395348837,2.69,0.0528372093023255,2.272,0.0016511627906976,0.071,1.0
"A porção de costela assada na brasa por seis horas, vai à mesa com mandioca, vinagrete e farofa.",0.0484761904761904,1.018,0.0765714285714285,1.608,0.076047619047619,1.597,0.067047619047619,1.408,0.0,0.0,0.0
"Ou seja, simplesmente DIVINOOO!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"O restaurante oferece um cardápio com massas, strogonoff, saladas, picadinho servidos em porções generosas, contam com um delicioso café e o ambiente é agradável, aconchegante e leve.",0.0772727272727272,2.55,0.0275454545454545,0.909,0.0876666666666666,2.893,0.0633030303030303,2.089,0.0024848484848484,0.082,1.0
"Infelizmente no dia que fui pedi duas opções de sobremesa que não tinham disponíveis, mas de modo geral a expriência foi muito agradável.",0.14292,3.573,0.17524,4.381,0.14564,3.641,0.16136,4.034,0.02396,0.5990000000000001,1.0
Quero agradecer por escolherem as terras Brasileiras para lançar o Jamie's Italian.,0.0135,0.189,0.0014285714285714,0.02,0.0045,0.063,0.0055714285714285,0.078,0.0,0.0,0.0
"As refeições por aqui estão cada vez mais padronizadas e não saudáveis, talvez pela cultura ou talvez pela pressão dos restaurantes do tipo fast-food.",0.0725,1.885,0.0761153846153846,1.979,0.099576923076923,2.589,0.0826923076923076,2.15,0.0,0.0,0.0
"Estamos ansiosos para vivenciar um marco nos costumes da nossa sociedade, o despertar do interesse nos alimentos, sua procedência e seu poder nutricional.",0.0701923076923076,1.825,0.0831923076923077,2.1630000000000003,0.0467307692307692,1.215,0.065,1.69,0.005076923076923,0.132,0.0
PARABÉNS!,0.463,0.926,0.461,0.922,0.4735,0.947,0.466,0.932,0.0,0.0,0.0
"Batatas fritas muito especiais, burger extremamente saboroso (quem não come mal passado deve evitar).",0.06,1.08,0.0102222222222222,0.184,0.0352777777777777,0.635,0.0430555555555555,0.7750000000000001,0.0377222222222222,0.679,1.0
"Guarde espaço para a sobremesa, vale a pena!",0.1293,1.293,0.0944,0.944,0.0819999999999999,0.82,0.133,1.33,0.0933,0.933,1.0
"Depois de uma indicacao na recepcao do hotel, tive a pessia ideia de ir conhecer o restaurante, que com luzes piscando na porta (tipo um pequeno enfeite para arvore de natal) ja me indicavam o que me esperava...pedi um salmao grelhado, que diziam servir 2 pessoas... O peixe chegou, com sal alem da conta, com batatas semi cozidas como acompanhamento, um molho que parecia o oleo do fusca do meu avo e regado tambem a salmoura...afff nem vou comentar da salada de entrada, qualquer bar de periferia poderia superar... Sobre o garcom, tive que repetir minhas solicitacoes por mais de 3 x cada... Descepcionante... Em resumo, nao volto nunca mais e se mesmo assim vc se encorajar, lembre-se eu nao recomendo...",0.0771056338028168,10.948999999999998,0.0659859154929577,9.369999999999996,0.1060281690140845,15.056,0.0839436619718309,11.919999999999996,0.0074718309859154,1.061,0.0
Um boa opção para quem trabalha na região.,0.0872222222222222,0.7849999999999999,0.0077777777777777,0.07,0.1137777777777777,1.024,0.0692222222222222,0.623,0.0011111111111111,0.01,1.0
"O Restaurante Verde e Grill oferece carnes de qualidade acompanhadas de um buffet bastante interessante, com pasteis, quiche, várias opções de saladas e legumes.",0.1370714285714285,3.838,0.175,4.9,0.1854642857142857,5.193,0.1647857142857142,4.614,0.0015,0.042,1.0
Um lugar super agradável!,0.3122,1.561,0.1432,0.716,0.2998,1.499,0.2516,1.258,0.0,0.0,1.0
"Um cardápio variado com opções  de massas, pizzas, pratos ornamentados, tudo muito sofisticado e caprichado.",0.1536,3.072,0.09515,1.903,0.12385,2.4770000000000003,0.13205,2.641,0.0317,0.634,1.0
As pizzas são super saborosas.,0.0315,0.189,0.0128333333333333,0.077,0.0338333333333333,0.203,0.026,0.156,0.0,0.0,1.0
Espaço infantil para crianças brincarem.,0.0841666666666666,0.505,0.0,0.0,0.1213333333333333,0.728,0.1203333333333333,0.722,0.1555,0.933,0.0
Muito bom para ir com família ou jantar para casais.,0.1643636363636363,1.808,0.0936363636363636,1.03,0.1365454545454545,1.502,0.1462727272727273,1.6090000000000002,0.0502727272727272,0.553,0.0
"Comida Excelente, sem palavras!",0.258,1.548,0.0255,0.153,0.2833333333333334,1.7000000000000002,0.2151666666666666,1.291,0.1068333333333333,0.641,1.0
"Cardápio variado e muito bom gosto, o buffet e sem igual, vale a pena expetiencia!!",0.1563684210526315,2.971,0.0491578947368421,0.934,0.1216842105263158,2.3120000000000003,0.129,2.451,0.0598421052631579,1.137,1.0
"Comida boa de qualidade, variedade comida típica mineira!",0.2803,2.803,0.2815,2.8149999999999995,0.2299,2.299,0.2564,2.564,0.0114,0.114,1.0
Bom ambiente!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Bom atendimento!,0.256,0.768,0.3176666666666666,0.953,0.2046666666666666,0.614,0.2593333333333333,0.778,0.0,0.0,1.0
Tem muita variedade de sobremesa!,0.372,2.232,0.3766666666666667,2.26,0.358,2.148,0.369,2.214,0.0,0.0,0.0
Vale a pena!,0.197,0.788,0.22325,0.893,0.0,0.0,0.14,0.56,0.0,0.0,0.0
"Bastante variedade ( carnes, sushi, japonesa, chinesa) atendimento regular, uma área ampla, mas o preço um pouco acima da qualidade oferecida!",0.1611428571428571,4.512,0.1029642857142857,2.883,0.1408214285714285,3.943,0.1337857142857143,3.746,0.0035,0.098,1.0
"Restaurante bonito, que pela estilo parace ser caro, porem a moqueca estava mais barata do que na barraca na praia .",0.0465217391304347,1.07,0.049695652173913,1.143,0.0068695652173913,0.158,0.0328695652173913,0.756,0.0014782608695652,0.034,1.0
"Os pratos nao veem em graaaande quantidade , mas a porçao para  duas pessoas cumpre com o objetivo, desde que uma das pessoas nao coma muito, o que e o caso da minha esposa, melhor para mim.",0.0588571428571428,2.472,0.0324761904761904,1.364,0.0388571428571428,1.632,0.0465714285714285,1.956,0.0208809523809523,0.8770000000000001,0.0
"Após dois anos,  retornamos , a casquinha de Siri continua maravilhosa , chopp muito bem tirado,  cremoso.",0.1547727272727272,3.405,0.1561818181818181,3.436,0.1385454545454545,3.048,0.1577727272727273,3.471,0.0264090909090909,0.5810000000000001,1.0
"O filet aperitivo com molho de mostarda,  deixou saudades aos de outras oportunidades.",0.064625,1.034,0.1263125,2.021,0.107,1.712,0.099375,1.59,0.0,0.0,0.0
Ambiente super aconchegante.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Excelente serviço de garçom.,0.2814,1.407,0.2339999999999999,1.17,0.3342,1.671,0.2688,1.344,0.0237999999999999,0.119,1.0
"A casa é bem decorada, estava um pouco quente, ar desligado.",0.1042142857142857,1.459,0.1453571428571428,2.035,0.2075714285714285,2.906,0.1523571428571428,2.133,0.0,0.0,1.0
Os PFs são bons e a bons preços.,0.0378888888888888,0.3409999999999999,0.035,0.315,0.0225555555555555,0.203,0.031,0.279,0.0023333333333333,0.021,1.0
"Mas o quilo não vale muito à pena: de segunda a sexta, muda pouca coisa.",0.1240555555555555,2.233,0.1108333333333333,1.995,0.0823888888888889,1.483,0.116,2.088,0.0307222222222222,0.553,0.0
Mas vale muito à pena para tomar cerveja de noite.,0.2746363636363636,3.021,0.2379090909090909,2.617,0.2713636363636363,2.985,0.307,3.377,0.1378181818181818,1.516,0.0
"Boa opção de almoço na região , pois contam com sistema de buffet livre no horário de almoço, disponível ótimos pratos e saboroso, o único ponto negativo é que o salao de mesas não é tao grande o que gera um certa espera na chegada.",0.1100208333333333,5.281,0.1128333333333333,5.416,0.1301666666666666,6.248000000000001,0.1149166666666666,5.515999999999999,0.0058333333333333,0.28,1.0
"lamens muito bons, bem tradicionais, apesar da grande espera por estar sempre lotado, vale a pena ter paciencia",0.1698095238095238,3.5660000000000003,0.1452380952380952,3.05,0.1111428571428571,2.334,0.1471904761904762,3.091,0.0371428571428571,0.78,1.0
Gosto bastante do açaí do Açaí Aju.,0.0995,0.796,0.0,0.0,0.087875,0.703,0.0625,0.5,0.0,0.0,1.0
